Lattitude,Longitude
-83.07,43.01
-81.43,26.43
-117.11,32.58
-94.45,39.05
-94.41,39.04
-94.38,39.08
-94.38,39.12
-94.36,39.05
-91.90,42.47
-81.68,41.36
-80.66,35.08
-79.18,40.61
-79.12,40.64
-86.31,39.78
-86.29,39.76
-86.28,39.82
-86.27,39.75
-86.27,39.74
-86.27,39.80
-86.27,39.91
-86.26,39.77
-86.25,39.82
-86.25,39.75
-86.24,39.88
-86.24,39.82
-86.24,39.85
-86.23,39.72
-86.22,39.81
-86.22,39.91
-86.22,39.79
-86.19,39.78
-86.16,39.82
-86.15,39.77
-86.15,39.75
-86.15,39.72
-86.14,39.65
-86.14,39.91
-86.14,39.69
-86.12,39.78
-86.12,39.85
-86.12,39.71
-86.12,39.74
-86.11,39.93
-86.11,39.76
-86.10,39.77
-86.10,39.67
-86.09,39.86
-86.08,39.83
-86.07,39.88
-86.06,39.80
-86.06,39.91
-86.05,39.89
-86.05,39.80
-86.04,39.77
-86.03,39.93
-86.03,39.83
-86.02,39.75
-85.99,39.77
-85.99,39.83
-85.96,39.87
-93.56,41.37
-90.64,33.46
-80.47,27.02
-116.24,33.71
-118.35,33.96
-118.35,33.95
-118.33,33.95
-82.07,35.04
-82.33,28.83
-95.41,37.93
-85.07,42.98
-91.53,41.65
-81.18,34.10
-82.68,38.53
-117.83,33.70
-117.83,33.68
-117.79,33.71
-117.74,33.64
-97.01,32.83
-96.99,32.86
-96.98,32.84
-74.23,40.73
-74.23,40.72
-79.69,40.32
-80.63,24.92
-122.06,47.55
-88.03,41.97
-84.59,43.29
-82.66,34.31
-82.66,34.31
-120.80,38.36
-94.99,43.63
-90.26,32.27
-90.17,32.35
-90.17,32.30
-90.15,32.37
-89.64,37.43
-88.86,35.69
-88.85,35.66
-88.83,35.66
-88.82,35.61
-84.45,42.27
-84.42,42.26
-84.38,42.25
-84.38,42.20
-83.96,33.29
-82.63,39.04
-74.26,40.12
-73.88,40.75
-92.14,34.89
-92.13,34.87
-92.11,34.88
-90.24,39.72
-85.76,33.82
-82.04,30.14
-81.77,30.25
-81.76,30.34
-81.74,30.26
-81.74,30.20
-81.73,30.33
-81.70,30.31
-81.69,30.35
-81.68,30.49
-81.68,30.39
-81.66,30.33
-81.65,30.35
-81.65,30.33
-81.63,30.47
-81.63,30.18
-81.63,30.12
-81.62,30.30
-81.62,30.27
-81.62,30.20
-81.60,30.35
-81.56,30.27
-81.56,30.18
-81.55,30.35
-81.55,30.33
-81.51,30.06
-81.46,30.26
-81.46,30.32
-77.45,34.75
-77.41,34.77
-77.38,34.74
-81.44,30.29
-81.39,30.29
-73.81,40.70
-73.80,40.71
-73.79,40.71
-73.77,40.66
-98.72,46.88
-89.03,42.65
-89.02,42.69
-89.00,42.71
-93.99,30.91
-87.27,33.85
-86.94,38.42
-84.42,34.46
-115.43,35.83
-83.53,34.06
-92.21,38.58
-83.49,36.12
-85.73,38.29
-83.61,39.62
-85.83,42.91
-92.66,30.25
-73.57,40.78
-73.53,40.78
-114.52,42.70
-74.09,40.72
-74.08,40.71
-74.07,40.73
-74.06,40.73
-74.05,40.75
-74.04,40.72
-74.04,40.73
-74.04,40.73
-90.32,39.11
-76.81,39.15
-76.79,39.17
-81.91,31.60
-82.47,36.41
-82.41,36.39
-82.38,36.34
-82.37,36.31
-82.34,36.31
-93.74,41.66
-71.50,41.82
-71.49,41.86
-78.96,40.32
-78.92,40.33
-78.86,40.27
-78.84,40.30
-88.17,41.50
-88.16,41.58
-88.14,41.52
-88.13,41.55
-88.12,41.52
-88.08,41.52
-88.07,41.53
-90.68,35.83
-90.66,35.74
-84.37,33.58
-84.36,33.52
-84.32,33.56
-82.47,36.30
-93.64,44.67
-96.83,39.04
-96.82,39.02
-80.10,26.93
-156.47,20.89
-156.46,20.88
-157.75,21.42
-156.00,19.64
-156.00,19.64
-85.68,42.24
-85.66,42.30
-85.64,42.27
-85.59,42.29
-85.59,42.26
-114.28,48.21
-157.80,21.40
-87.86,41.12
-80.61,35.51
-94.67,39.09
-94.67,39.12
-94.61,39.05
-94.59,39.00
-94.59,39.06
-94.58,38.93
-94.58,39.24
-94.57,39.04
-94.55,39.20
-94.50,39.13
-94.48,39.15
-94.47,38.99
-94.46,39.24
-159.34,22.08
-158.08,21.34
-92.75,44.03
-95.75,29.77
-88.27,44.28
-94.37,39.37
-74.16,40.76
-83.33,42.61
-72.29,42.92
-122.90,46.14
-85.25,41.45
-70.56,43.40
-90.24,30.02
-84.62,34.02
-84.59,34.00
-84.56,34.06
-90.04,36.24
-75.68,39.86
-87.95,42.57
-87.89,42.57
-87.86,42.59
-87.85,42.56
-87.84,42.63
-87.83,42.60
-82.57,38.40
-82.57,38.40
-77.11,39.04
-72.77,41.64
-122.30,47.39
-122.25,47.38
-122.23,47.40
-122.20,47.38
-122.11,47.36
-81.36,41.14
-81.35,41.15
-87.44,40.77
-83.59,40.65
-80.11,36.07
-84.13,39.69
-80.44,25.09
-81.81,24.56
-78.99,39.43
-78.48,37.04
-75.65,36.00
-97.72,31.13
-103.66,41.23
-77.08,38.34
-75.39,40.09
-75.38,40.09
-114.01,35.22
-81.66,30.79
-75.90,41.26
-70.72,41.99
-97.86,27.52
-95.23,30.05
-95.18,30.05
-77.61,35.27
-77.59,35.29
-77.58,35.24
-122.19,47.71
-92.58,40.22
-81.60,28.34
-81.52,28.33
-81.48,28.33
-81.46,28.30
-81.45,28.15
-70.73,43.11
-85.56,39.84
-86.62,41.29
-84.09,35.92
-84.06,35.92
-84.02,35.93
-84.00,35.96
-83.97,36.01
-83.92,36.00
-83.91,35.95
-83.87,36.03
-83.85,35.91
-83.78,36.00
-86.13,40.45
-86.13,40.45
-86.12,40.43
-86.11,40.48
-87.03,41.32
-75.74,40.54
-97.87,29.99
-97.84,30.05
-81.44,26.76
-81.44,26.76
-118.26,34.23
-87.87,41.78
-85.37,38.40
-117.97,33.94
-117.96,33.92
-118.01,33.92
-118.04,33.86
-76.98,38.53
-95.03,29.65
-86.73,41.60
-86.69,41.62
-117.97,34.03
-117.95,34.05
-96.04,41.19
-122.82,47.00
-122.77,47.06
-71.45,43.56
-117.64,33.56
-80.10,32.99
-81.94,28.94
-105.10,40.00
-92.06,30.20
-92.01,30.27
-91.98,30.17
-86.90,40.38
-86.90,40.39
-86.87,40.43
-86.87,40.40
-86.87,40.43
-86.86,40.42
-86.85,40.39
-86.83,40.42
-85.07,33.03
-85.03,33.07
-84.98,33.04
-117.71,33.61
-117.69,33.55
-117.69,33.56
-156.68,20.87
-82.34,30.02
-93.22,30.20
-93.18,30.21
-93.18,30.25
-92.28,44.46
-84.35,33.62
-82.71,30.18
-79.76,33.87
-89.79,43.60
-117.34,33.69
-117.30,33.66
-117.72,33.63
-87.84,42.26
-88.43,42.59
-73.13,40.87
-73.12,40.88
-114.35,34.48
-118.48,35.62
-95.46,29.05
-81.35,28.76
-81.30,28.76
-83.24,42.77
-83.22,30.68
-81.36,27.30
-87.24,41.58
-122.09,47.98
-81.60,27.90
-80.20,26.62
-80.15,26.62
-80.15,26.59
-80.09,26.59
-80.09,26.62
-80.06,26.60
-80.06,26.62
-88.10,42.19
-74.32,40.01
-81.97,28.00
-81.97,28.08
-81.96,28.00
-81.91,28.01
-81.91,28.05
-116.92,32.86
-109.95,34.13
-93.29,44.70
-122.52,47.17
-118.16,33.83
-118.14,33.85
-118.14,33.85
-105.20,39.73
-105.07,39.74
-81.80,41.48
-81.77,41.48
-74.22,40.05
-102.62,38.10
-83.63,41.75
-118.20,34.66
-118.16,34.68
-118.15,34.70
-82.62,39.73
-82.57,39.71
-80.78,34.73
-76.39,40.05
-76.36,40.04
-76.33,40.03
-76.31,40.06
-76.27,40.04
-76.20,40.02
-82.16,35.18
-74.92,40.16
-74.87,40.18
-76.86,38.96
-74.17,39.87
-75.29,40.23
-76.68,39.24
-75.25,39.94
-94.90,39.26
-87.56,41.57
-87.56,41.59
-84.66,42.74
-84.60,42.73
-84.59,42.77
-84.57,42.70
-84.55,42.68
-84.55,42.74
-84.54,42.76
-84.52,42.68
-84.51,42.74
-83.32,43.04
-90.48,30.07
-105.56,41.31
-99.51,27.59
-99.50,27.53
-99.50,27.54
-99.50,27.55
-99.50,27.55
-99.48,27.53
-82.83,27.88
-82.79,27.93
-82.78,27.89
-82.75,27.92
-82.73,27.89
-106.78,32.30
-106.77,32.30
-106.75,32.32
-115.30,36.09
-115.12,36.06
-115.10,36.10
-105.21,35.60
-105.21,35.61
-79.39,40.20
-79.32,40.29
-114.57,35.16
-108.77,45.67
-108.76,45.66
-89.15,31.71
-76.85,39.09
-76.81,39.10
-82.04,34.52
-81.97,34.51
-83.12,34.45
-118.35,33.90
-95.25,38.94
-95.25,38.97
-95.23,38.99
-73.74,40.63
-84.92,38.03
-84.08,33.98
-84.06,33.95
-84.01,33.96
-83.98,33.94
-98.43,34.62
-98.41,34.54
-98.40,34.59
-98.38,34.66
-112.00,41.09
-111.98,41.07
-95.11,29.50
-95.06,29.54
-120.66,47.60
-94.91,39.30
-122.91,44.53
-86.49,40.03
-86.47,40.07
-85.26,37.57
-82.05,36.90
-76.45,40.34
-76.40,40.34
-86.56,33.56
-86.52,33.56
-94.38,38.94
-94.36,38.92
-94.36,38.98
-81.78,28.82
-77.54,39.11
-81.55,33.90
-81.65,26.61
-75.73,40.82
-86.29,37.47
-117.05,32.74
-88.00,41.65
-76.89,40.24
-94.73,38.97
-81.52,35.91
-73.25,42.45
-76.21,40.09
-71.78,42.55
-71.74,42.53
-102.37,33.58
-74.88,40.13
-74.83,40.17
-83.02,40.16
-86.78,35.46
-80.46,37.78
-76.89,40.96
-70.22,44.10
-70.20,44.08
-70.20,44.10
-70.20,44.12
-77.39,39.44
-96.99,33.03
-88.41,35.66
-84.55,38.05
-84.55,38.00
-84.52,37.99
-84.52,38.01
-84.50,37.97
-84.48,38.07
-84.45,38.01
-81.26,33.98
-81.24,33.99
-81.16,33.97
-80.26,35.78
-80.25,35.82
-79.41,37.80
-76.46,38.26
-94.80,30.06
-74.73,41.78
-87.96,42.30
-87.95,42.26
-85.59,41.46
-159.38,21.97
-84.14,33.90
-84.07,33.84
-84.06,33.89
-78.80,35.42
-84.15,40.77
-84.15,40.70
-84.11,40.77
-84.07,40.73
-121.29,38.89
-96.71,40.84
-96.70,40.82
-96.70,40.77
-96.70,40.79
-96.68,40.81
-96.68,40.85
-96.67,40.76
-96.65,40.78
-96.65,40.83
-96.64,40.86
-124.02,44.96
-83.19,42.25
-83.18,42.23
-81.24,35.49
-88.05,42.42
-73.38,40.71
-76.66,39.22
-87.10,39.04
-88.08,41.79
-94.53,45.13
-89.68,39.18
-69.84,44.20
-84.61,33.78
-84.17,33.71
-84.09,33.70
-76.30,40.14
-88.07,30.83
-94.35,45.98
-74.24,40.88
-74.21,40.88
-74.21,40.88
-73.73,40.76
-78.62,33.88
-92.41,34.75
-92.41,34.71
-92.40,34.77
-92.37,34.75
-92.34,34.72
-92.34,34.68
-92.32,34.75
-117.98,34.52
-105.11,39.57
-105.11,39.62
-105.09,39.64
-105.03,39.62
-104.99,39.57
-71.79,44.31
-94.95,30.71
-88.19,32.62
-74.36,40.78
-83.39,42.37
-83.33,42.40
-83.33,42.43
-83.32,42.37
-80.28,25.93
-80.24,25.94
-80.24,25.90
-121.15,38.16
-88.04,41.59
-84.12,33.35
-77.75,38.35
-74.09,40.88
-111.83,41.74
-111.83,41.75
-82.43,39.54
-82.00,37.84
-86.33,40.76
-83.89,33.83
-88.03,41.90
-88.01,41.86
-87.99,41.89
-120.46,34.66
-83.44,39.90
-71.34,42.87
-118.19,33.77
-118.19,33.80
-118.19,33.87
-118.17,33.86
-118.14,33.79
-118.13,33.81
-89.14,30.35
-73.66,40.59
-93.57,44.99
-94.86,45.98
-105.13,40.15
-105.10,40.19
-104.98,40.16
-122.96,46.15
-122.94,46.13
-94.78,32.53
-94.71,32.45
-81.36,28.70
-81.33,28.70
-121.19,38.82
-82.20,41.45
-82.20,41.42
-82.13,41.47
-82.12,41.43
-77.23,38.71
-118.07,33.80
-118.46,34.04
-118.45,34.06
-118.44,33.99
-118.42,34.02
-118.39,33.95
-118.38,33.96
-118.38,34.05
-118.37,33.98
-118.34,34.05
-118.34,34.10
-118.34,34.06
-118.34,34.10
-118.33,34.03
-118.33,33.99
-118.31,34.10
-118.31,34.09
-118.31,33.93
-118.31,34.01
-118.30,34.06
-118.30,33.96
-118.29,34.07
-118.29,34.04
-118.29,34.02
-118.28,33.97
-118.28,33.95
-118.27,34.05
-118.27,34.06
-118.27,34.03
-118.27,33.92
-118.26,34.02
-118.26,34.08
-118.26,34.05
-118.26,34.04
-118.26,34.04
-118.25,33.96
-118.25,34.12
-118.24,33.94
-118.24,34.06
-118.24,34.03
-118.24,33.97
-118.22,34.02
-118.22,34.09
-118.22,34.14
-118.20,34.06
-118.20,34.03
-118.17,34.06
-118.16,34.00
-118.16,34.04
-118.16,34.03
-118.12,33.98
-106.70,34.81
-82.60,38.09
-94.69,38.62
-78.30,36.09
-105.13,39.99
-85.84,38.15
-85.81,38.19
-85.80,38.25
-85.77,38.14
-85.75,38.21
-85.75,38.25
-85.71,38.17
-85.69,38.22
-85.67,38.09
-85.65,38.25
-85.64,38.14
-85.63,38.23
-85.63,38.22
-85.61,38.19
-85.59,38.21
-85.59,38.14
-85.58,38.23
-85.54,38.30
-85.54,38.22
-85.52,38.24
-81.26,40.84
-105.11,40.41
-105.08,40.42
-89.03,42.32
-87.40,41.29
-71.32,42.63
-71.31,42.65
-71.30,42.66
-80.29,26.78
-101.95,33.58
-101.92,33.55
-101.90,33.52
-101.87,33.53
-101.87,33.59
-101.87,33.58
-101.86,33.55
-88.60,30.90
-116.97,34.47
-86.42,43.96
-86.41,43.96
-72.48,42.17
-80.66,34.24
-90.35,29.91
-79.09,34.66
-79.05,34.62
-79.00,34.63
-79.00,34.66
-78.98,34.61
-74.79,39.98
-78.49,38.66
-76.63,39.43
-76.62,39.44
-82.50,28.13
-79.28,37.31
-79.24,37.33
-79.22,37.45
-79.18,37.37
-79.17,37.40
-79.13,37.38
-74.12,40.82
-70.96,42.47
-85.65,30.23
-122.30,47.84
-122.29,47.82
-87.83,41.82
-96.11,32.33
-82.12,30.26
-81.52,41.31
-89.05,42.35
-82.93,42.63
-82.86,42.63
-83.73,32.81
-83.70,32.87
-83.70,32.82
-83.69,32.90
-83.63,32.84
-90.13,32.47
-89.50,43.06
-89.45,43.08
-89.40,43.07
-89.39,43.04
-89.35,43.10
-89.33,43.06
-86.75,34.68
-86.74,34.71
-85.40,38.77
-83.48,33.56
-74.40,40.75
-83.09,42.50
-79.12,37.44
-87.51,37.30
-87.50,37.35
-121.14,44.61
-93.23,33.27
-74.15,41.11
-74.15,41.08
-71.04,42.43
-111.19,47.51
-74.31,44.85
-92.90,34.46
-74.24,39.68
-77.52,38.74
-77.52,38.80
-77.50,38.77
-77.47,38.74
-77.46,38.76
-86.05,35.46
-72.55,41.80
-72.55,41.81
-72.54,41.77
-71.51,42.99
-71.48,42.97
-71.45,43.02
-71.45,42.97
-90.10,30.40
-90.08,30.37
-90.04,30.41
-96.61,39.19
-96.58,39.19
-118.40,33.90
-87.69,44.09
-94.04,44.18
-94.02,44.16
-93.97,44.17
-80.20,33.69
-82.59,40.74
-82.56,40.76
-82.54,40.72
-82.51,40.70
-82.48,40.78
-95.40,29.48
-81.57,41.42
-74.97,39.94
-93.02,45.01
-74.27,40.72
-81.70,25.93
-85.20,30.77
-84.64,33.95
-84.62,33.95
-84.60,33.86
-84.56,33.98
-84.56,34.01
-84.53,33.94
-84.49,34.02
-81.44,39.41
-91.59,42.03
-88.97,37.74
-88.91,37.74
-85.68,40.57
-85.67,40.54
-83.12,40.57
-83.09,40.58
-82.01,35.67
-82.01,35.68
-81.50,36.84
-79.39,34.18
-87.69,41.60
-71.61,42.35
-71.51,42.35
-83.08,43.31
-74.92,39.89
-90.11,29.87
-80.04,40.69
-88.71,41.33
-95.77,44.45
-94.35,32.53
-84.98,42.27
-92.91,42.02
-88.88,36.35
-86.42,39.41
-86.65,30.41
-90.46,38.75
-122.18,48.05
-121.59,39.14
-121.58,39.13
-83.39,40.24
-83.35,40.24
-82.50,42.91
-94.87,40.33
-84.46,42.59
-93.24,43.15
-73.44,40.68
-74.89,44.92
-81.52,40.77
-81.49,40.80
-74.25,40.42
-71.10,42.27
-87.72,41.51
-80.70,35.13
-80.70,35.09
-82.31,34.78
-83.69,41.58
-83.68,41.61
-83.66,41.57
-80.94,36.94
-86.36,32.38
-81.45,41.52
-118.20,33.99
-87.83,41.86
-95.75,34.91
-98.30,26.16
-98.25,26.15
-98.23,26.19
-98.23,26.19
-98.22,26.24
-90.48,31.26
-90.47,31.25
-84.21,33.46
-84.18,33.43
-97.41,31.44
-88.28,42.35
-88.27,42.36
-79.35,39.56
-79.83,40.32
-96.63,33.22
-77.23,38.92
-123.18,45.23
-85.74,35.70
-80.21,41.62
-80.15,41.64
-76.99,40.19
-76.98,40.24
-77.40,37.65
-77.34,37.61
-77.33,37.61
-74.83,39.90
-71.10,42.40
-75.44,39.91
-75.38,39.92
-81.86,41.15
-81.79,41.14
-71.42,42.15
-80.65,28.08
-80.61,28.08
-94.81,45.67
-87.88,41.91
-87.85,41.91
-73.41,40.80
-83.19,42.28
-90.03,35.14
-90.03,35.03
-90.02,35.14
-90.01,35.02
-90.01,35.02
-90.00,35.06
-89.99,35.13
-89.99,35.22
-89.98,35.20
-89.94,35.07
-89.94,35.02
-89.93,35.11
-89.91,35.22
-89.91,35.15
-89.91,35.06
-89.90,35.11
-89.89,35.20
-89.89,35.23
-89.89,35.05
-89.86,35.07
-89.86,35.16
-89.85,35.02
-89.84,35.21
-89.83,35.05
-89.78,35.20
-85.77,38.49
-88.42,44.23
-88.09,43.16
-91.93,44.76
-91.92,44.88
-81.38,41.66
-81.36,41.71
-81.33,41.67
-81.30,41.72
-89.92,29.93
-80.25,41.19
-80.16,41.14
-75.08,39.93
-72.78,41.53
-116.39,43.62
-88.69,32.35
-73.56,40.65
-87.37,41.47
-87.34,41.51
-87.31,41.47
-87.31,41.47
-71.50,42.84
-111.88,33.36
-111.87,33.39
-111.86,33.42
-111.84,33.39
-111.84,33.39
-111.84,33.45
-111.81,33.42
-111.79,33.39
-111.77,33.42
-111.75,33.38
-111.70,33.45
-111.68,33.38
-111.63,33.42
-96.62,32.72
-96.61,32.79
-90.23,29.98
-90.19,30.01
-90.17,29.98
-90.15,30.00
-90.13,30.00
-90.13,29.99
-71.20,42.71
-71.16,42.74
-82.06,32.38
-80.47,25.68
-80.44,25.70
-80.42,25.69
-80.42,25.73
-80.42,25.71
-80.39,25.69
-80.38,25.73
-80.38,25.59
-80.38,25.63
-80.37,25.57
-80.37,25.76
-80.37,25.70
-80.35,25.73
-80.34,25.75
-80.33,25.65
-80.33,25.81
-80.33,25.77
-80.32,25.80
-80.32,25.75
-80.31,25.84
-80.31,25.68
-80.31,25.73
-80.31,25.76
-80.29,25.78
-80.29,25.78
-80.26,25.81
-80.26,25.77
-80.26,25.75
-80.26,25.80
-80.26,25.78
-80.24,25.75
-80.24,25.85
-80.24,25.81
-80.24,25.74
-80.24,25.73
-80.22,25.77
-80.22,25.80
-80.21,25.89
-80.21,25.81
-80.21,25.83
-80.21,25.95
-80.20,25.93
-80.19,25.79
-80.19,25.82
-80.18,25.86
-80.16,25.89
-80.16,25.93
-80.15,25.96
-80.14,25.79
-80.13,25.81
-84.27,39.64
-84.34,42.24
-86.89,41.68
-76.45,39.36
-70.95,41.90
-81.09,41.46
-75.72,39.46
-74.43,41.43
-74.40,41.45
-74.10,40.39
-71.30,41.52
-102.07,31.97
-84.25,43.66
-84.21,43.61
-74.14,40.98
-87.74,41.63
-77.66,37.41
-77.61,37.52
-77.60,37.44
-111.91,40.62
-77.33,34.72
-75.43,38.93
-73.04,41.24
-71.63,42.82
-71.49,42.15
-158.01,21.45
-83.26,33.11
-81.92,40.54
-81.81,40.56
-89.91,35.34
-122.29,47.25
-88.94,42.77
-73.97,41.66
-88.07,43.09
-88.05,43.06
-88.05,43.00
-88.04,43.02
-88.04,43.12
-88.01,43.18
-88.01,42.95
-88.01,43.14
-88.00,43.02
-87.99,43.06
-87.99,43.07
-87.98,43.09
-87.97,42.99
-87.96,43.05
-87.93,43.02
-87.93,43.06
-87.93,43.01
-87.92,43.09
-87.92,43.02
-87.92,43.11
-87.91,43.07
-87.91,42.96
-87.91,42.95
-87.91,43.01
-87.90,43.09
-93.25,32.62
-93.41,45.03
-93.39,44.94
-93.39,45.11
-93.38,44.81
-93.36,45.05
-93.36,45.21
-93.35,44.86
-93.33,44.88
-93.32,45.18
-93.32,44.88
-93.29,45.00
-93.28,45.01
-93.28,44.83
-93.28,44.94
-93.27,44.98
-93.27,45.13
-93.27,45.17
-93.25,45.00
-93.24,44.86
-93.23,45.19
-93.23,45.00
-93.23,44.97
-93.22,44.92
-93.50,44.91
-86.19,41.68
-86.19,41.71
-86.13,41.66
-98.36,26.26
-98.32,26.23
-98.29,26.20
-94.67,39.02
-117.66,33.60
-114.04,46.89
-114.02,46.85
-113.99,46.87
-95.56,29.55
-95.53,29.60
-98.03,43.73
-98.02,43.70
-88.22,30.76
-88.22,30.68
-88.19,30.64
-88.17,30.59
-88.15,30.72
-88.15,30.63
-88.13,30.71
-88.11,30.68
-88.11,30.74
-88.08,30.76
-88.05,30.69
-80.59,35.92
-114.60,34.88
-118.17,35.05
-87.66,41.16
-80.31,40.67
-80.30,40.68
-80.00,33.19
-91.66,44.57
-87.75,41.43
-74.55,40.41
-121.97,47.86
-89.65,42.61
-83.70,33.80
-83.40,41.94
-83.40,41.88
-83.36,41.93
-74.19,41.34
-87.32,31.51
-79.77,40.44
-79.77,40.39
-118.01,34.14
-117.69,34.09
-117.69,34.08
-77.36,38.61
-74.21,40.81
-118.11,34.02
-118.08,34.03
-95.59,45.01
-88.32,41.73
-86.30,32.38
-86.21,32.36
-86.18,32.38
-74.21,41.51
-93.80,45.30
-91.80,33.63
-86.77,40.76
-84.83,36.86
-74.68,41.65
-74.68,41.67
-118.22,34.20
-107.88,38.48
-104.87,39.10
-86.52,33.57
-83.21,30.97
-74.05,40.84
-81.08,26.83
-86.35,39.62
-80.85,35.59
-80.82,35.59
-96.77,46.85
-96.76,46.87
-96.75,46.88
-118.89,34.28
-117.27,33.91
-117.26,33.94
-117.23,33.94
-91.20,29.70
-81.71,35.75
-81.68,35.74
-80.02,39.63
-79.97,39.65
-79.92,39.62
-79.90,39.61
-75.87,40.16
-88.42,41.38
-83.35,36.20
-83.29,36.21
-74.48,40.80
-74.80,40.21
-120.84,35.37
-84.35,33.56
-75.33,39.92
-88.53,30.44
-93.21,45.11
-115.74,43.16
-75.89,41.16
-76.17,36.52
-77.16,39.36
-87.77,38.41
-82.90,42.60
-78.94,38.37
-78.68,38.83
-74.90,39.98
-74.87,39.97
-78.06,35.21
-94.98,33.19
-75.36,41.13
-87.92,42.07
-83.95,38.07
-122.34,48.43
-122.34,48.42
-95.24,33.16
-88.96,38.31
-88.93,38.31
-88.90,38.30
-82.48,40.38
-122.29,47.89
-88.33,42.86
-79.26,34.20
-85.43,40.22
-85.42,40.19
-85.40,40.22
-85.38,40.22
-88.02,42.25
-88.01,42.27
-88.00,42.27
-87.51,41.57
-84.01,35.11
-111.90,40.67
-117.21,33.57
-87.67,34.71
-88.13,42.91
-86.26,43.19
-86.25,43.24
-86.21,43.23
-86.20,43.29
-86.20,43.15
-95.36,35.77
-77.57,39.50
-79.00,33.68
-78.90,33.71
-78.89,33.68
-78.88,33.69
-78.87,33.70
-78.79,33.78
-94.67,31.57
-116.57,43.59
-76.01,41.21
-74.02,41.10
-88.19,41.76
-88.19,41.71
-88.15,41.77
-88.13,41.79
-88.11,41.75
-81.80,26.26
-81.77,26.16
-81.76,26.12
-81.74,26.21
-81.71,26.18
-81.70,26.07
-84.13,41.41
-85.99,41.44
-80.82,37.37
-94.13,33.45
-71.50,42.78
-71.46,42.75
-71.44,42.71
-71.44,42.70
-86.92,36.07
-86.70,36.08
-86.65,36.09
-91.39,31.53
-91.37,31.49
-93.16,31.73
-93.07,31.75
-117.10,32.68
-81.52,40.73
-95.86,40.67
-93.99,29.95
-114.60,34.83
-88.49,44.17
-82.21,39.44
-111.84,39.69
-74.02,40.21
-94.33,37.84
-89.03,34.50
-85.84,38.31
-85.82,38.33
-82.82,40.09
-82.83,42.67
-82.77,42.68
-70.94,41.68
-70.93,41.61
-88.11,42.98
-77.09,35.13
-79.33,41.00
-94.41,33.47
-83.39,42.14
-72.76,41.71
-74.44,40.50
-85.38,39.93
-80.38,41.01
-80.35,41.00
-80.31,40.97
-75.60,39.67
-75.58,39.69
-73.99,41.14
-74.60,40.00
-91.22,38.60
-72.97,41.33
-72.94,41.32
-72.87,41.32
-73.66,40.74
-91.84,29.97
-91.83,29.99
-91.80,30.00
-79.75,40.59
-87.98,41.52
-88.74,44.40
-72.12,41.36
-78.67,38.65
-78.66,38.67
-80.86,39.69
-74.03,40.93
-90.18,29.96
-90.12,29.96
-90.11,29.97
-90.09,29.97
-90.08,29.96
-90.08,29.94
-90.07,29.95
-90.06,30.02
-90.06,29.99
-90.05,29.97
-90.04,30.00
-90.01,29.92
-89.96,30.04
-74.07,41.74
-81.47,40.49
-81.45,40.51
-74.40,40.71
-92.54,45.11
-91.46,30.68
-94.44,44.29
-74.05,41.46
-74.01,40.70
-74.01,40.71
-74.01,40.71
-74.01,40.71
-74.00,40.71
-74.00,40.72
-74.00,40.73
-74.00,40.75
-73.99,40.75
-73.99,40.75
-73.99,40.76
-73.99,40.76
-73.99,40.75
-73.99,40.72
-73.99,40.75
-73.99,40.75
-73.99,40.76
-73.99,40.72
-73.99,40.74
-73.99,40.75
-73.98,40.78
-73.98,40.75
-73.98,40.75
-73.98,40.76
-73.98,40.76
-73.97,40.75
-73.95,40.78
-73.95,40.81
-73.94,40.80
-73.93,40.85
-82.43,40.08
-75.75,39.60
-75.74,39.68
-75.74,39.63
-75.68,39.71
-75.67,39.63
-74.19,40.74
-74.18,40.74
-74.18,40.78
-74.17,40.75
-74.17,40.76
-74.16,40.73
-85.80,43.41
-122.95,45.31
-81.58,34.28
-87.39,37.98
-74.07,41.50
-74.02,41.52
-118.56,34.38
-72.71,41.68
-84.80,33.38
-84.76,33.40
-124.05,44.65
-93.00,44.87
-84.48,39.08
-84.45,39.03
-83.32,42.01
-83.20,35.95
-117.93,33.61
-117.87,33.66
-117.86,33.66
-76.58,37.16
-76.54,37.13
-76.53,37.15
-76.50,37.13
-76.50,37.11
-76.47,37.11
-76.46,37.05
-76.46,37.08
-76.43,36.99
-76.42,36.99
-93.05,41.70
-81.23,35.66
-74.73,41.09
-72.21,41.36
-86.49,30.52
-86.45,30.52
-84.56,37.90
-87.80,42.04
-86.25,41.77
-86.25,41.81
-80.76,41.21
-86.00,39.99
-86.00,40.04
-117.56,33.91
-88.69,32.36
-84.26,33.93
-84.26,33.97
-84.25,33.94
-84.22,33.93
-84.21,33.96
-84.21,33.91
-84.17,33.92
-76.32,36.93
-76.30,36.88
-76.27,36.85
-76.25,36.96
-76.25,36.92
-76.24,36.89
-76.21,36.86
-76.20,36.92
-78.20,36.45
-97.49,35.22
-97.46,35.19
-97.45,35.20
-97.42,35.22
-87.81,41.96
-75.39,40.14
-73.11,42.70
-71.13,42.67
-71.35,41.95
-81.96,33.50
-81.92,33.56
-73.32,40.74
-121.79,47.49
-74.00,40.81
-92.97,45.51
-74.47,40.47
-81.43,40.88
-81.41,40.89
-80.10,32.92
-87.87,42.32
-71.11,44.02
-70.98,41.64
-76.00,39.61
-71.12,42.02
-81.89,26.66
-72.85,41.40
-118.41,34.19
-118.39,34.22
