"CA34 Wage and salary summary"
"Wage and salary employment (number of jobs)" 
"Bureau of Economic Analysis" 
"County"
"19149","Plymouth, IA",11059
"19151","Pocahontas, IA",2920
"19153","Polk, IA",281421
"19155","Pottawattamie, IA",39923
"19157","Poweshiek, IA",10452
"19159","Ringgold, IA",1558
"19161","Sac, IA",3612
"19163","Scott, IA",91360
"19165","Shelby, IA",5870
"19167","Sioux, IA",20233
"19169","Story, IA",49341
"19171","Tama, IA",5303
"19173","Taylor, IA",2040
"19175","Union, IA",6966
"19177","Van Buren, IA",2142
"19179","Wapello, IA",16600
"19181","Warren, IA",10476
"19183","Washington, IA",8417
"19185","Wayne, IA",2116
"19187","Webster, IA",18836
"19189","Winnebago, IA",4828
"19191","Winneshiek, IA",11239
"19193","Woodbury, IA",52951
"19195","Worth, IA",2433
"19197","Wright, IA",5903
"20001","Allen, KS",6321
"20003","Anderson, KS",2372
"20005","Atchison, KS",6482
"20007","Barber, KS",1982
"20009","Barton, KS",13875
"20011","Bourbon, KS",6525
"20013","Brown, KS",5109
"20015","Butler, KS",19833
"20017","Chase, KS",840
"20019","Chautauqua, KS",967
"20021","Cherokee, KS",6367
"20023","Cheyenne, KS",897
"20025","Clark, KS",865
"20027","Clay, KS",3388
"20029","Cloud, KS",3913
"20031","Coffey, KS",4289
"20033","Comanche, KS",733
"20035","Cowley, KS",14730
"20037","Crawford, KS",18112
"20039","Decatur, KS",1085
"20041","Dickinson, KS",7348
"20043","Doniphan, KS",2440
"20045","Douglas, KS",52533
"20047","Edwards, KS",1078
"20049","Elk, KS",753
"20051","Ellis, KS",17250
"20053","Ellsworth, KS",2785
"20055","Finney, KS",19955
"20057","Ford, KS",18388
"20059","Franklin, KS",9787
"20061","Geary, KS",34870
"20063","Gove, KS",1386
"20065","Graham, KS",1159
"20067","Grant, KS",3659
"20069","Gray, KS",3277
"20071","Greeley, KS",666
"20073","Greenwood, KS",1895
"20075","Hamilton, KS",1071
"20077","Harper, KS",2509
"20079","Harvey, KS",14597
"20081","Haskell, KS",1801
"20083","Hodgeman, KS",644
"20085","Jackson, KS",4367
"20087","Jefferson, KS",3741
"20089","Jewell, KS",955
"20091","Johnson, KS",326542
"20093","Kearny, KS",1468
"20095","Kingman, KS",2913
"20097","Kiowa, KS",1226
"20099","Labette, KS",9914
"20101","Lane, KS",922
"20103","Leavenworth, KS",26425
"20105","Lincoln, KS",1077
"20107","Linn, KS",2120
"20109","Logan, KS",1402
"20111","Lyon, KS",16514
"20113","McPherson, KS",15106
"20115","Marion, KS",4132
"20117","Marshall, KS",5274
"20119","Meade, KS",1693
"20121","Miami, KS",8246
"20123","Mitchell, KS",3670
"20125","Montgomery, KS",17733
"20127","Morris, KS",1690
"20129","Morton, KS",1451
"20131","Nemaha, KS",5406
"20133","Neosho, KS",7299
"20135","Ness, KS",1419
"20137","Norton, KS",2784
"20139","Osage, KS",3227
"20141","Osborne, KS",1610
"20143","Ottawa, KS",1494
"20145","Pawnee, KS",3391
"20147","Phillips, KS",2531
"20149","Pottawatomie, KS",9445
"20151","Pratt, KS",4924
"20153","Rawlins, KS",1005
"20155","Reno, KS",30017
"20157","Republic, KS",2278
"20159","Rice, KS",4000
"20161","Riley, KS",32996
"20163","Rooks, KS",2033
"20165","Rush, KS",1345
"20167","Russell, KS",2964
"20169","Saline, KS",30969
"20171","Scott, KS",2079
"20173","Sedgwick, KS",257901
"20175","Seward, KS",12401
"20177","Shawnee, KS",102199
"20179","Sheridan, KS",1073
"20181","Sherman, KS",2910
"20183","Smith, KS",1524
"20185","Stafford, KS",1537
"20187","Stanton, KS",917
"20189","Stevens, KS",1983
"20191","Sumner, KS",6761
"20193","Thomas, KS",4527
"20195","Trego, KS",1356
"20197","Wabaunsee, KS",1542
"20199","Wallace, KS",569
"20201","Washington, KS",2284
"20203","Wichita, KS",884
"20205","Wilson, KS",3532
"20207","Woodson, KS",796
"20209","Wyandotte, KS",90027
"21001","Adair, KY",5334
"21003","Allen, KY",4623
"21005","Anderson, KY",4597
"21007","Ballard, KY",2838
"21009","Barren, KY",17612
"21011","Bath, KY",1870
"21013","Bell, KY",9601
"21015","Boone, KY",77881
"21017","Bourbon, KY",7915
"21019","Boyd, KY",28370
"21021","Boyle, KY",15062
"21023","Bracken, KY",1495
"21025","Breathitt, KY",3387
"21027","Breckinridge, KY",3771
"21029","Bullitt, KY",19507
"21031","Butler, KY",2833
"21033","Caldwell, KY",4365
"21035","Calloway, KY",17532
"21037","Campbell, KY",30654
"21039","Carlisle, KY",954
"21041","Carroll, KY",6344
"21043","Carter, KY",6588
"21045","Casey, KY",3856
"21047","Christian, KY",66660
"21049","Clark, KY",13021
"21051","Clay, KY",4378
"21053","Clinton, KY",4103
"21055","Crittenden, KY",2134
"21057","Cumberland, KY",1742
"21059","Daviess, KY",46235
"21061","Edmonson, KY",1669
"21063","Elliott, KY",1000
"21065","Estill, KY",2537
"21067","Fayette, KY",191129
"21069","Fleming, KY",3323
"21071","Floyd, KY",12735
"21073","Franklin, KY",32019
"21075","Fulton, KY",2750
"21077","Gallatin, KY",2483
"21079","Garrard, KY",2322
"21081","Grant, KY",5206
"21083","Graves, KY",12055
"21085","Grayson, KY",7822
"21087","Green, KY",2051
"21089","Greenup, KY",8891
"21091","Hancock, KY",4330
"21093","Hardin, KY",58241
"21095","Harlan, KY",9159
"21097","Harrison, KY",5230
"21099","Hart, KY",4969
"21101","Henderson, KY",20173
"21103","Henry, KY",3390
"21105","Hickman, KY",1135
"21107","Hopkins, KY",18717
"21109","Jackson, KY",2501
"21111","Jefferson, KY",444394
"21113","Jessamine, KY",16470
"21115","Johnson, KY",6458
"21117","Kenton, KY",66449
"21119","Knott, KY",3647
"21121","Knox, KY",8682
"21123","Larue, KY",2869
"21125","Laurel, KY",24316
"21127","Lawrence, KY",3765
"21129","Lee, KY",1884
"21131","Leslie, KY",2277
"21133","Letcher, KY",6354
"21135","Lewis, KY",2275
"21137","Lincoln, KY",4721
"21139","Livingston, KY",2883
"21141","Logan, KY",8635
"21143","Lyon, KY",2366
"21145","McCracken, KY",40276
"21147","McCreary, KY",3179
"21149","McLean, KY",1951
"21151","Madison, KY",35038
"21153","Magoffin, KY",2308
"21155","Marion, KY",7699
"21157","Marshall, KY",11192
"21159","Martin, KY",3248
"21161","Mason, KY",9209
"21163","Meade, KY",4745
"21165","Menifee, KY",1050
"21167","Mercer, KY",6380
"21169","Metcalfe, KY",2014
"21171","Monroe, KY",3144
"21173","Montgomery, KY",11064
"21175","Morgan, KY",3415
"21177","Muhlenberg, KY",9787
"21179","Nelson, KY",14722
"21181","Nicholas, KY",1133
"21183","Ohio, KY",8113
"21185","Oldham, KY",14933
"21187","Owen, KY",1862
"21189","Owsley, KY",759
"21191","Pendleton, KY",2522
"21193","Perry, KY",14000
"21195","Pike, KY",25842
"21197","Powell, KY",2648
"21199","Pulaski, KY",26420
"21201","Robertson, KY",367
"21203","Rockcastle, KY",3482
"21205","Rowan, KY",11051
"21207","Russell, KY",6665
"21209","Scott, KY",23300
"21211","Shelby, KY",13871
"21213","Simpson, KY",8199
"21215","Spencer, KY",1952
"21217","Taylor, KY",11823
"21219","Todd, KY",2694
"21221","Trigg, KY",3505
"21223","Trimble, KY",1145
"21225","Union, KY",6633
"21227","Warren, KY",60457
"21229","Washington, KY",3323
"21231","Wayne, KY",5543
"21233","Webster, KY",3675
"21235","Whitley, KY",13138
"21237","Wolfe, KY",1285
"21239","Woodford, KY",10637
"22001","Acadia, LA",16546
"22003","Allen, LA",9005
"22005","Ascension, LA",39400
"22007","Assumption, LA",4872
"22009","Avoyelles, LA",12305
"22011","Beauregard, LA",8940
"22013","Bienville, LA",4544
"22015","Bossier, LA",52956
"22017","Caddo, LA",129363
"22019","Calcasieu, LA",88455
"22021","Caldwell, LA",2722
"22023","Cameron, LA",2836
"22025","Catahoula, LA",2825
"22027","Claiborne, LA",4557
"22029","Concordia, LA",6356
"22031","De Soto, LA",7629
"22033","East Baton Rouge, LA",271964
"22035","East Carroll, LA",2187
"22037","East Feliciana, LA",5327
"22039","Evangeline, LA",8936
"22041","Franklin, LA",5709
"22043","Grant, LA",3708
"22045","Iberia, LA",34109
"22047","Iberville, LA",14792
"22049","Jackson, LA",3925
"22051","Jefferson, LA",207820
"22053","Jefferson Davis, LA",9376
"22055","Lafayette, LA",141956
"22057","Lafourche, LA",39945
"22059","La Salle, LA",4967
"22061","Lincoln, LA",19812
"22063","Livingston, LA",24526
"22065","Madison, LA",3721
"22067","Morehouse, LA",7562
"22069","Natchitoches, LA",14296
"22071","Orleans, LA",198737
"22073","Ouachita, LA",72785
"22075","Plaquemines, LA",16199
"22077","Pointe Coupee, LA",6312
"22079","Rapides, LA",63376
"22081","Red River, LA",2859
"22083","Richland, LA",7017
"22085","Sabine, LA",6016
"22087","St. Bernard, LA",12024
"22089","St. Charles, LA",24878
"22091","St. Helena, LA",1677
"22093","St. James, LA",8164
"22095","St. John the Baptist, LA",16046
"22097","St. Landry, LA",26722
"22099","St. Martin, LA",13019
"22101","St. Mary, LA",27963
"22103","St. Tammany, LA",83155
"22105","Tangipahoa, LA",45631
"22107","Tensas, LA",1633
"22109","Terrebonne, LA",56709
"22111","Union, LA",5346
"22113","Vermilion, LA",14878
"22115","Vernon, LA",26002
"22117","Washington, LA",11029
"22119","Webster, LA",13853
"22121","West Baton Rouge, LA",12232
"22123","West Carroll, LA",2574
"22125","West Feliciana, LA",5580
"22127","Winn, LA",5439
"23001","Androscoggin, ME",50302
"23003","Aroostook, ME",29895
"23005","Cumberland, ME",182756
"23007","Franklin, ME",11745
"23009","Hancock, ME",23755
"23011","Kennebec, ME",61256
"23013","Knox, ME",17542
"23015","Lincoln, ME",11680
"23017","Oxford, ME",17183
"23019","Penobscot, ME",73826
"23021","Piscataquis, ME",5936
"23023","Sagadahoc, ME",16093
"23025","Somerset, ME",17923
"23027","Waldo, ME",11326
"23029","Washington, ME",11042
"23031","York, ME",71065
"24001","Allegany, MD",32044
"24003","Anne Arundel, MD",291145
"24005","Baltimore, MD",387422
"24009","Calvert, MD",23110
"24011","Caroline, MD",8759
"24013","Carroll, MD",59491
"24015","Cecil, MD",30431
"24017","Charles, MD",44224
"24019","Dorchester, MD",11839
"24021","Frederick, MD",99262
"24023","Garrett, MD",12359
"24025","Harford, MD",91216
"24027","Howard, MD",163581
"24029","Kent, MD",8470
"24031","Montgomery, MD",493469
"24033","Prince George's, MD",329520
"24035","Queen Anne's, MD",14345
"24037","St. Mary's, MD",47127
"24039","Somerset, MD",7143
"24041","Talbot, MD",19571
"24043","Washington, MD",69101
"24045","Wicomico, MD",46415
"24047","Worcester, MD",24578
"24510","Baltimore (Independent City), MD",349892
"25001","Barnstable, MA",94263
"25003","Berkshire, MA",64391
"25005","Bristol, MA",218840
"25007","Dukes, MA",8360
"25009","Essex, MA",314764
"25011","Franklin, MA",26950
"25013","Hampden, MA",201688
"25015","Hampshire, MA",66654
"25017","Middlesex, MA",872490
"25019","Nantucket, MA",5996
"25021","Norfolk, MA",333971
"25023","Plymouth, MA",182369
"25025","Suffolk, MA",626356
"25027","Worcester, MA",333200
"26001","Alcona, MI",1726
"26003","Alger, MI",2724
"26005","Allegan, MI",35692
"26007","Alpena, MI",11777
"26009","Antrim, MI",5368
"26011","Arenac, MI",4837
"26013","Baraga, MI",3079
"26015","Barry, MI",11974
"26017","Bay, MI",37959
"26019","Benzie, MI",4259
"26021","Berrien, MI",63292
"26023","Branch, MI",13553
"26025","Calhoun, MI",57431
"26027","Cass, MI",9763
"26029","Charlevoix, MI",9951
"26031","Cheboygan, MI",6910
"26033","Chippewa, MI",14073
"26035","Clare, MI",7498
"26037","Clinton, MI",15486
"26039","Crawford, MI",3962
"26041","Delta, MI",14842
"26043","Dickinson, MI",14458
"26045","Eaton, MI",32273
"26047","Emmet, MI",17425
"26049","Genesee, MI",138880
"26051","Gladwin, MI",4343
"26053","Gogebic, MI",5739
"26055","Grand Traverse, MI",46620
"26057","Gratiot, MI",13734
"26059","Hillsdale, MI",12474
"26061","Houghton, MI",13904
"26063","Huron, MI",12310
"26065","Ingham, MI",167327
"26067","Ionia, MI",20603
"26069","Iosco, MI",7491
"26071","Iron, MI",3849
"26073","Isabella, MI",31371
"26075","Jackson, MI",57772
"26077","Kalamazoo, MI",114972
"26079","Kalkaska, MI",4033
"26081","Kent, MI",338905
"26083","Keweenaw, MI",463
"26085","Lake, MI",1808
"26087","Lapeer, MI",21481
"26089","Leelanau, MI",6134
"26091","Lenawee, MI",28147
"26093","Livingston, MI",49892
"26095","Luce, MI",1774
"26097","Mackinac, MI",4592
"26099","Macomb, MI",301949
"26101","Manistee, MI",7552
"26103","Marquette, MI",29087
"26105","Mason, MI",10548
"26107","Mecosta, MI",13808
"26109","Menominee, MI",8036
"26111","Midland, MI",37334
"26113","Missaukee, MI",3005
"26115","Monroe, MI",39398
"26117","Montcalm, MI",15919
"26119","Montmorency, MI",2005
"26121","Muskegon, MI",61031
"26123","Newaygo, MI",11127
"26125","Oakland, MI",682832
"26127","Oceana, MI",7634
"26129","Ogemaw, MI",6372
"26131","Ontonagon, MI",1633
"26133","Osceola, MI",6006
"26135","Oscoda, MI",1759
"26137","Otsego, MI",9949
"26139","Ottawa, MI",111771
"26141","Presque Isle, MI",3195
"26143","Roscommon, MI",5904
"26145","Saginaw, MI",87227
"26147","St. Clair, MI",46796
"26149","St. Joseph, MI",20329
"26151","Sanilac, MI",11112
"26153","Schoolcraft, MI",3005
"26155","Shiawassee, MI",17476
"26157","Tuscola, MI",12183
"26159","Van Buren, MI",22113
"26161","Washtenaw, MI",201614
"26163","Wayne, MI",727174
"26165","Wexford, MI",13382
"27001","Aitkin, MN",4029
"27003","Anoka, MN",115754
"27005","Becker, MN",14023
"27007","Beltrami, MN",18671
"27009","Benton, MN",16921
"27011","Big Stone, MN",2102
"27013","Blue Earth, MN",39916
"27015","Brown, MN",14470
"27017","Carlton, MN",13566
"27019","Carver, MN",35708
"27021","Cass, MN",10393
"27023","Chippewa, MN",6146
"27025","Chisago, MN",14650
"27027","Clay, MN",20353
"27029","Clearwater, MN",2720
"27031","Cook, MN",2798
"27033","Cottonwood, MN",5500
"27035","Crow Wing, MN",29222
"27037","Dakota, MN",183106
"27039","Dodge, MN",5607
"27041","Douglas, MN",18439
"27043","Faribault, MN",5454
"27045","Fillmore, MN",6522
"27047","Freeborn, MN",12996
"27049","Goodhue, MN",22966
"27051","Grant, MN",2028
"27053","Hennepin, MN",889184
"27055","Houston, MN",5298
"27057","Hubbard, MN",5859
"27059","Isanti, MN",10962
"27061","Itasca, MN",17010
"27063","Jackson, MN",5546
"27065","Kanabec, MN",3942
"27067","Kandiyohi, MN",23368
"27069","Kittson, MN",1577
"27071","Koochiching, MN",5490
"27073","Lac qui Parle, MN",2581
"27075","Lake, MN",4627
"27077","Lake of the Woods, MN",1552
"27079","Le Sueur, MN",8514
"27081","Lincoln, MN",1897
"27083","Lyon, MN",15556
"27085","McLeod, MN",17669
"27087","Mahnomen, MN",2078
"27089","Marshall, MN",2630
"27091","Martin, MN",9629
"27093","Meeker, MN",7082
"27095","Mille Lacs, MN",9699
"27097","Morrison, MN",12282
"27099","Mower, MN",17487
"27101","Murray, MN",3226
"27103","Nicollet, MN",14644
"27105","Nobles, MN",10991
"27107","Norman, MN",2070
"27109","Olmsted, MN",92467
"27111","Otter Tail, MN",23348
"27113","Pennington, MN",10105
"27115","Pine, MN",8867
"27117","Pipestone, MN",4723
"27119","Polk, MN",12823
"27121","Pope, MN",4098
"27123","Ramsey, MN",340900
"27125","Red Lake, MN",1293
"27127","Redwood, MN",7038
"27129","Renville, MN",5718
"27131","Rice, MN",24640
"27133","Rock, MN",3547
"27135","Roseau, MN",8634
"27137","St. Louis, MN",100640
"27139","Scott, MN",44886
"27141","Sherburne, MN",24591
"27143","Sibley, MN",4103
"27145","Stearns, MN",85932
"27147","Steele, MN",22129
"27149","Stevens, MN",5271
"27151","Swift, MN",3957
"27153","Todd, MN",6611
"27155","Traverse, MN",1222
"27157","Wabasha, MN",7292
"27159","Wadena, MN",6036
"27161","Waseca, MN",8131
"27163","Washington, MN",78225
"27165","Watonwan, MN",4274
"27167","Wilkin, MN",2371
"27169","Winona, MN",26187
"27171","Wright, MN",38536
"27173","Yellow Medicine, MN",4510
"28001","Adams, MS",12497
"28003","Alcorn, MS",13785
"28005","Amite, MS",2221
"28007","Attala, MS",5188
"28009","Benton, MS",1545
"28011","Bolivar, MS",13456
"28013","Calhoun, MS",3869
"28015","Carroll, MS",1454
"28017","Chickasaw, MS",6499
"28019","Choctaw, MS",2203
"28021","Claiborne, MS",4280
"28023","Clarke, MS",3417
"28025","Clay, MS",5668
"28027","Coahoma, MS",9430
"28029","Copiah, MS",8401
"28031","Covington, MS",5591
"28033","DeSoto, MS",50328
"28035","Forrest, MS",40525
"28037","Franklin, MS",1869
"28039","George, MS",4974
"28041","Greene, MS",2339
"28043","Grenada, MS",10451
"28045","Hancock, MS",15438
"28047","Harrison, MS",99679
"28049","Hinds, MS",138175
"28051","Holmes, MS",4318
"28053","Humphreys, MS",3435
"28055","Issaquena, MS",304
"28057","Itawamba, MS",5987
"28059","Jackson, MS",53124
"28061","Jasper, MS",4714
"28063","Jefferson, MS",1441
"28065","Jefferson Davis, MS",2159
"28067","Jones, MS",30815
"28069","Kemper, MS",2733
"28071","Lafayette, MS",20980
"28073","Lamar, MS",19067
"28075","Lauderdale, MS",37787
"28077","Lawrence, MS",2828
"28079","Leake, MS",6009
"28081","Lee, MS",53271
"28083","Leflore, MS",15760
"28085","Lincoln, MS",12330
"28087","Lowndes, MS",28337
"28089","Madison, MS",49912
"28091","Marion, MS",8982
"28093","Marshall, MS",6867
"28095","Monroe, MS",10497
"28097","Montgomery, MS",2996
"28099","Neshoba, MS",13730
"28101","Newton, MS",6465
"28103","Noxubee, MS",2857
"28105","Oktibbeha, MS",21286
"28107","Panola, MS",11952
"28109","Pearl River, MS",11282
"28111","Perry, MS",2466
"28113","Pike, MS",15557
"28115","Pontotoc, MS",11729
"28117","Prentiss, MS",7785
"28119","Quitman, MS",1517
"28121","Rankin, MS",61661
"28123","Scott, MS",13218
"28125","Sharkey, MS",1453
"28127","Simpson, MS",8465
"28129","Smith, MS",3249
"28131","Stone, MS",4536
"28133","Sunflower, MS",10189
"28135","Tallahatchie, MS",3428
"28137","Tate, MS",6239
"28139","Tippah, MS",6298
"28141","Tishomingo, MS",5612
"28143","Tunica, MS",12070
"28145","Union, MS",9679
"28147","Walthall, MS",3065
"28149","Warren, MS",22740
"28151","Washington, MS",20352
"28153","Wayne, MS",5938
"28155","Webster, MS",2344
"28157","Wilkinson, MS",2619
"28159","Winston, MS",5234
"28161","Yalobusha, MS",3430
"28163","Yazoo, MS",7253
"29001","Adair, MO",11095
"29003","Andrew, MO",2648
"29005","Atchison, MO",1850
"29007","Audrain, MO",9924
"29009","Barry, MO",15027
"29011","Barton, MO",3727
"29013","Bates, MO",4047
"29015","Benton, MO",3699
"29017","Bollinger, MO",1892
"29019","Boone, MO",94385
"29021","Buchanan, MO",48922
"29023","Butler, MO",19573
"29025","Caldwell, MO",1638
"29027","Callaway, MO",14942
"29029","Camden, MO",16923
"29031","Cape Girardeau, MO",42811
"29033","Carroll, MO",2537
"29035","Carter, MO",1526
"29037","Cass, MO",24897
"29039","Cedar, MO",3390
"29041","Chariton, MO",2293
"29043","Christian, MO",15888
"29045","Clark, MO",1625
"29047","Clay, MO",96835
"29049","Clinton, MO",4542
"29051","Cole, MO",55665
"29053","Cooper, MO",5957
"29055","Crawford, MO",6592
"29057","Dade, MO",1928
"29059","Dallas, MO",2658
"29061","Daviess, MO",1714
"29063","DeKalb, MO",3626
"29065","Dent, MO",4161
"29067","Douglas, MO",2649
"29069","Dunklin, MO",9862
"29071","Franklin, MO",38146
"29073","Gasconade, MO",5369
"29075","Gentry, MO",2527
"29077","Greene, MO",161897
"29079","Grundy, MO",3773
"29081","Harrison, MO",2739
"29083","Henry, MO",7772
"29085","Hickory, MO",1244
"29087","Holt, MO",1420
"29089","Howard, MO",2703
"29091","Howell, MO",16082
"29093","Iron, MO",3034
"29095","Jackson, MO",371004
"29097","Jasper, MO",60798
"29099","Jefferson, MO",51252
"29101","Johnson, MO",20386
"29103","Knox, MO",1120
"29105","Laclede, MO",13045
"29107","Lafayette, MO",9506
"29109","Lawrence, MO",9223
"29111","Lewis, MO",2774
"29113","Lincoln, MO",11096
"29115","Linn, MO",4220
"29117","Livingston, MO",6406
"29119","McDonald, MO",7192
"29121","Macon, MO",5235
"29123","Madison, MO",3600
"29125","Maries, MO",1408
"29127","Marion, MO",14989
"29129","Mercer, MO",845
"29131","Miller, MO",6249
"29133","Mississippi, MO",3982
"29135","Moniteau, MO",4352
"29137","Monroe, MO",2007
"29139","Montgomery, MO",3246
"29141","Morgan, MO",4278
"29143","New Madrid, MO",7568
"29145","Newton, MO",20744
"29147","Nodaway, MO",9033
"29149","Oregon, MO",2609
"29151","Osage, MO",3872
"29153","Ozark, MO",1663
"29155","Pemiscot, MO",6184
"29157","Perry, MO",9784
"29159","Pettis, MO",19782
"29161","Phelps, MO",19149
"29163","Pike, MO",6127
"29165","Platte, MO",43122
"29167","Polk, MO",8420
"29169","Pulaski, MO",28009
"29171","Putnam, MO",1113
"29173","Ralls, MO",2774
"29175","Randolph, MO",10328
"29177","Ray, MO",4406
"29179","Reynolds, MO",1740
"29181","Ripley, MO",3062
"29183","St. Charles, MO",134620
"29185","St. Clair, MO",1902
"29186","Ste. Genevieve, MO",6069
"29187","St. Francois, MO",24316
"29189","St. Louis, MO",618796
"29195","Saline, MO",9349
"29197","Schuyler, MO",799
"29199","Scotland, MO",1312
"29201","Scott, MO",15404
"29203","Shannon, MO",1362
"29205","Shelby, MO",2083
"29207","Stoddard, MO",11002
"29209","Stone, MO",6722
"29211","Sullivan, MO",2683
"29213","Taney, MO",28793
"29215","Texas, MO",6465
"29217","Vernon, MO",7467
"29219","Warren, MO",7197
"29221","Washington, MO",4800
"29223","Wayne, MO",2702
"29225","Webster, MO",7000
"29227","Worth, MO",483
"29229","Wright, MO",5245
"29510","St. Louis (Independent City), MO",237597
"30001","Beaverhead, MT",3896
"30003","Big Horn, MT",4826
"30005","Blaine, MT",1687
"30007","Broadwater, MT",1412
"30009","Carbon, MT",2664
"30011","Carter, MT",341
"30013","Cascade, MT",40427
"30015","Chouteau, MT",1531
"30017","Custer, MT",5826
"30019","Daniels, MT",669
"30021","Dawson, MT",4073
"30023","Deer Lodge, MT",3361
"30025","Fallon, MT",1689
"30027","Fergus, MT",4781
"30029","Flathead, MT",39779
"30031","Gallatin, MT",47630
"30033","Garfield, MT",377
"30035","Glacier, MT",4566
"30037","Golden Valley, MT",227
"30039","Granite, MT",850
"30041","Hill, MT",8027
"30043","Jefferson, MT",2581
"30045","Judith Basin, MT",488
"30047","Lake, MT",8672
"30049","Lewis and Clark, MT",36798
"30051","Liberty, MT",607
"30053","Lincoln, MT",5549
"30055","McCone, MT",672
"30057","Madison, MT",3700
"30059","Meagher, MT",604
"30061","Mineral, MT",1242
"30063","Missoula, MT",59384
"30065","Musselshell, MT",1328
"30067","Park, MT",5544
"30069","Petroleum, MT",162
"30071","Phillips, MT",1585
"30073","Pondera, MT",1929
"30075","Powder River, MT",582
"30077","Powell, MT",2586
"30079","Prairie, MT",345
"30081","Ravalli, MT",11135
"30083","Richland, MT",6176
"30085","Roosevelt, MT",3928
"30087","Rosebud, MT",4663
"30089","Sanders, MT",2948
"30091","Sheridan, MT",1479
"30093","Silver Bow, MT",16353
"30095","Stillwater, MT",3287
"30097","Sweet Grass, MT",1487
"30099","Teton, MT",1981
"30101","Toole, MT",2269
"30103","Treasure, MT",207
"30105","Valley, MT",3095
"30107","Wheatland, MT",611
"30109","Wibaux, MT",365
"30111","Yellowstone, MT",81503
"31001","Adams, NE",15923
"31003","Antelope, NE",2449
"31005","Arthur, NE",143
"31007","Banner, NE",217
"31009","Blaine, NE",192
"31011","Boone, NE",2361
"31013","Box Butte, NE",5338
"31015","Boyd, NE",657
"31017","Brown, NE",1345
"31019","Buffalo, NE",27228
"31021","Burt, NE",1997
"31023","Butler, NE",2747
"31025","Cass, NE",5357
"31027","Cedar, NE",2997
"31029","Chase, NE",1821
"31031","Cherry, NE",2628
"31033","Cheyenne, NE",6062
"31035","Clay, NE",2783
"31037","Colfax, NE",5121
"31039","Cuming, NE",4222
"31041","Custer, NE",4479
"31043","Dakota, NE",12301
"31045","Dawes, NE",3725
"31047","Dawson, NE",11663
"31049","Deuel, NE",660
"31051","Dixon, NE",2047
"31053","Dodge, NE",17611
"31055","Douglas, NE",340613
"31057","Dundy, NE",747
"31059","Fillmore, NE",2544
"31061","Franklin, NE",927
"31063","Frontier, NE",921
"31065","Furnas, NE",2043
"31067","Gage, NE",9453
"31069","Garden, NE",711
"31071","Garfield, NE",929
"31073","Gosper, NE",549
"31075","Grant, NE",254
"31077","Greeley, NE",797
"31079","Hall, NE",35955
"31081","Hamilton, NE",3517
"31083","Harlan, NE",1051
"31085","Hayes, NE",279
"31087","Hitchcock, NE",867
"31089","Holt, NE",4854
"31091","Hooker, NE",386
"31093","Howard, NE",1672
"31095","Jefferson, NE",3595
"31097","Johnson, NE",1793
"31099","Kearney, NE",2490
"31101","Keith, NE",3497
"31103","Keya Paha, NE",208
"31105","Kimball, NE",1605
"31107","Knox, NE",3186
"31109","Lancaster, NE",167067
"31111","Lincoln, NE",17827
"31113","Logan, NE",243
"31115","Loup, NE",134
"31117","McPherson, NE",106
"31119","Madison, NE",22130
"31121","Merrick, NE",2402
"31123","Morrill, NE",1764
"31125","Nance, NE",1184
"31127","Nemaha, NE",3394
"31129","Nuckolls, NE",1637
"31131","Otoe, NE",6812
"31133","Pawnee, NE",909
"31135","Perkins, NE",1236
"31137","Phelps, NE",4909
"31139","Pierce, NE",2312
"31141","Platte, NE",19930
"31143","Polk, NE",1607
"31145","Red Willow, NE",5652
"31147","Richardson, NE",2758
"31149","Rock, NE",611
"31151","Saline, NE",7342
"31153","Sarpy, NE",70756
"31155","Saunders, NE",5379
"31157","Scotts Bluff, NE",18454
"31159","Seward, NE",6666
"31161","Sheridan, NE",1868
"31163","Sherman, NE",918
"31165","Sioux, NE",325
"31167","Stanton, NE",1548
"31169","Thayer, NE",2534
"31171","Thomas, NE",319
"31173","Thurston, NE",2997
"31175","Valley, NE",1933
"31177","Washington, NE",8440
"31179","Wayne, NE",4367
"31181","Webster, NE",1093
"31183","Wheeler, NE",329
"31185","York, NE",8142
"32001","Churchill, NV",9048
"32003","Clark, NV",842868
"32005","Douglas, NV",18117
"32007","Elko, NV",23349
"32009","Esmeralda, NV",302
"32011","Eureka, NV",4558
"32013","Humboldt, NV",8403
"32015","Lander, NV",3296
"32017","Lincoln, NV",1529
"32019","Lyon, NV",11617
"32021","Mineral, NV",1739
"32023","Nye, NV",11200
"32027","Pershing, NV",1812
"32029","Storey, NV",3164
"32031","Washoe, NV",192231
"32033","White Pine, NV",4466
"32510","Carson City (Independent City), NV",28484
"33001","Belknap, NH",26649
"33003","Carroll, NH",21266
"33005","Cheshire, NH",34378
"33007","Coos, NH",13416
"33009","Grafton, NH",56316
"33011","Hillsborough, NH",200549
"33013","Merrimack, NH",77383
"33015","Rockingham, NH",144830
"33017","Strafford, NH",49898
"33019","Sullivan, NH",14171
"34001","Atlantic, NJ",141002
"34003","Bergen, NJ",456016
"34005","Burlington, NJ",210288
"34007","Camden, NJ",206619
"34009","Cape May, NJ",43053
"34011","Cumberland, NJ",62469
"34013","Essex, NJ",364855
"34015","Gloucester, NJ",102894
"34017","Hudson, NJ",250159
"34019","Hunterdon, NJ",50388
"34021","Mercer, NJ",224634
