"CA1-3 Personal income summary"
"Per capita personal income (dollars) 2/" 
"Bureau of Economic Analysis" 
"County"
"Fips","Area","2009","2010","2011"
"17005","Bond, IL",32846,32967,34642
"17007","Boone, IL",30196,31627,33252
"17009","Brown, IL",24675,26869,28616
"17011","Bureau, IL",35341,35391,37663
"17013","Calhoun, IL",31459,31676,33613
"17015","Carroll, IL",32561,33423,35880
"17017","Cass, IL",31889,32565,33988
"17019","Champaign, IL",33122,34879,35815
"17021","Christian, IL",34574,35144,38569
"17023","Clark, IL",32426,33366,35428
"17025","Clay, IL",30998,31848,33079
"17027","Clinton, IL",36219,37217,39241
"17029","Coles, IL",30075,31281,32876
"17031","Cook, IL",44029,45502,46937
"17033","Crawford, IL",34059,36017,37989
"17035","Cumberland, IL",31599,33635,35900
"17037","DeKalb, IL",29801,29749,31612
"17039","De Witt, IL",35582,35976,39064
"17041","Douglas, IL",35096,36120,39610
"17043","DuPage, IL",52068,52796,54509
"17045","Edgar, IL",31470,32759,35098
"17047","Edwards, IL",28692,29194,31552
"17049","Effingham, IL",34371,36208,37882
"17051","Fayette, IL",25999,27039,28478
"17053","Ford, IL",40359,41819,44484
"17055","Franklin, IL",27741,28770,29656
"17057","Fulton, IL",32134,32280,33723
"17059","Gallatin, IL",32185,33935,37066
"17061","Greene, IL",28359,29860,31573
"17063","Grundy, IL",32681,33142,34829
"17065","Hamilton, IL",30839,32244,34674
"17067","Hancock, IL",32771,32825,35155
"17069","Hardin, IL",26290,28085,28982
"17071","Henderson, IL",32880,33101,36872
"17073","Henry, IL",34207,35138,37404
"17075","Iroquois, IL",35405,35893,39189
"17077","Jackson, IL",31282,32495,33213
"17079","Jasper, IL",31705,33067,35451
"17081","Jefferson, IL",30945,32213,33546
"17083","Jersey, IL",34827,36364,38503
"17085","Jo Daviess, IL",37992,39722,42456
"17087","Johnson, IL",24190,25132,25920
"17089","Kane, IL",35226,35751,37293
"17091","Kankakee, IL",31651,32204,33171
"17093","Kendall, IL",33213,35360,38151
"17095","Knox, IL",31838,32297,33471
"17097","Lake, IL",52596,53634,55656
"17099","LaSalle, IL",34220,35571,37237
"17101","Lawrence, IL",27473,27702,28625
"17103","Lee, IL",31715,32623,34815
"17105","Livingston, IL",38342,39100,42417
"17107","Logan, IL",31779,32426,35094
"17109","McDonough, IL",30406,30958,32538
"17111","McHenry, IL",38559,38727,40811
"17113","McLean, IL",38841,40026,41816
"17115","Macon, IL",38247,38896,40591
"17117","Macoupin, IL",33560,34488,36510
"17119","Madison, IL",35847,36752,38133
"17121","Marion, IL",31118,32593,33356
"17123","Marshall, IL",38161,38001,41192
"17125","Mason, IL",35889,35668,38136
"17127","Massac, IL",29103,30161,31843
"17129","Menard, IL",38021,38894,41543
"17131","Mercer, IL",36628,37692,40639
"17133","Monroe, IL",40812,42425,44712
"17135","Montgomery, IL",30606,31307,32821
"17137","Morgan, IL",31915,33033,33922
"17139","Moultrie, IL",33634,34304,37363
"17141","Ogle, IL",31982,33189,35741
"17143","Peoria, IL",40854,42180,45375
"17145","Perry, IL",24557,25418,26540
"17147","Piatt, IL",43534,45410,48481
"17149","Pike, IL",29823,31328,32959
"17151","Pope, IL",26144,26157,27582
"17153","Pulaski, IL",29239,31032,32688
"17155","Putnam, IL",36905,37555,39408
"17157","Randolph, IL",27307,28415,29682
"17159","Richland, IL",29213,29977,31293
"17161","Rock Island, IL",37000,37706,39132
"17163","St. Clair, IL",34676,35363,36680
"17165","Saline, IL",30937,32081,33214
"17167","Sangamon, IL",40709,41779,43261
"17169","Schuyler, IL",32801,32490,35565
"17171","Scott, IL",30928,32948,35634
"17173","Shelby, IL",31305,32286,35486
"17175","Stark, IL",36070,35015,41870
"17177","Stephenson, IL",34372,35254,36980
"17179","Tazewell, IL",37696,38099,41909
"17181","Union, IL",29622,31186,31273
"17183","Vermilion, IL",30008,31187,32619
"17185","Wabash, IL",31262,32535,34751
"17187","Warren, IL",32368,32732,35144
"17189","Washington, IL",36006,36567,39530
"17191","Wayne, IL",30579,31577,33827
"17193","White, IL",33668,35624,37977
"17195","Whiteside, IL",34023,35362,37306
"17197","Will, IL",38805,40113,42459
"17199","Williamson, IL",31589,32964,33674
"17201","Winnebago, IL",32044,33151,34377
"17203","Woodford, IL",39599,40251,42811
"18001","Adams, IN",26893,27647,29566
"18003","Allen, IN",33060,33678,35199
"18005","Bartholomew, IN",35579,37023,39645
"18007","Benton, IN",36216,35429,40109
"18009","Blackford, IN",27783,28546,30489
"18011","Boone, IN",47417,50099,52975
"18013","Brown, IN",33059,33568,35863
"18015","Carroll, IN",30545,31206,33062
"18017","Cass, IN",29425,29685,31648
"18019","Clark, IN",32115,32671,33898
"18021","Clay, IN",28396,29798,30977
"18023","Clinton, IN",29217,29630,32076
"18025","Crawford, IN",26148,26771,27820
"18027","Daviess, IN",30411,31167,32989
"18029","Dearborn, IN",33592,33979,35376
"18031","Decatur, IN",31737,32592,34354
"18033","DeKalb, IN",29670,30282,31863
"18035","Delaware, IN",28824,28981,30164
"18037","Dubois, IN",37061,38436,40718
"18039","Elkhart, IN",29119,30815,32131
"18041","Fayette, IN",27325,27414,28590
"18043","Floyd, IN",37912,38721,40219
"18045","Fountain, IN",30620,31174,33382
"18047","Franklin, IN",33413,34618,36561
"18049","Fulton, IN",28832,29507,31284
"18051","Gibson, IN",31587,32942,35066
"18053","Grant, IN",29893,30667,32141
"18055","Greene, IN",30183,29972,31059
"18057","Hamilton, IN",47307,49266,51824
"18059","Hancock, IN",39420,40401,43714
"18061","Harrison, IN",30165,30548,32122
"18063","Hendricks, IN",34035,34706,36188
"18065","Henry, IN",27852,27851,29214
"18067","Howard, IN",30221,30389,32267
"18069","Huntington, IN",30250,30898,32225
"18071","Jackson, IN",31477,31386,32941
"18073","Jasper, IN",33010,33360,36012
"18075","Jay, IN",27125,28692,30862
"18077","Jefferson, IN",28941,28957,29872
"18079","Jennings, IN",28728,29200,31435
"18081","Johnson, IN",34613,35105,36570
"18083","Knox, IN",33355,34431,36312
"18085","Kosciusko, IN",33704,35253,37541
"18087","Lagrange, IN",20926,22469,23897
"18089","Lake, IN",32678,33495,34847
"18091","LaPorte, IN",29396,30010,31650
"18093","Lawrence, IN",29205,29899,31205
"18095","Madison, IN",28795,29322,30421
"18097","Marion, IN",36313,37007,38309
"18099","Marshall, IN",28379,29859,32137
"18101","Martin, IN",30722,31845,33378
"18103","Miami, IN",24658,25168,27000
"18105","Monroe, IN",29537,29708,31021
"18107","Montgomery, IN",31216,31068,33045
"18109","Morgan, IN",35790,36108,37634
"18111","Newton, IN",29216,30135,33054
"18113","Noble, IN",26983,28820,30378
"18115","Ohio, IN",32813,34128,36241
"18117","Orange, IN",28402,29201,30007
"18119","Owen, IN",28658,29401,30009
"18121","Parke, IN",26526,27263,28182
"18123","Perry, IN",27556,28653,30253
"18125","Pike, IN",29122,30324,31525
"18127","Porter, IN",39200,40792,42999
"18129","Posey, IN",37471,38078,40731
"18131","Pulaski, IN",31000,32244,35071
"18133","Putnam, IN",29118,30347,31817
"18135","Randolph, IN",29780,30641,32773
"18137","Ripley, IN",27803,28056,30055
"18139","Rush, IN",34232,34271,37175
"18141","St. Joseph, IN",34077,34806,36289
"18143","Scott, IN",26300,26898,28041
"18145","Shelby, IN",33317,33941,35376
"18147","Spencer, IN",31496,32273,33906
"18149","Starke, IN",24736,25800,27844
"18151","Steuben, IN",28130,29282,31284
"18153","Sullivan, IN",27154,27875,29175
"18155","Switzerland, IN",26495,26923,28435
"18157","Tippecanoe, IN",28942,29396,31172
"18159","Tipton, IN",34785,34727,37631
"18161","Union, IN",31224,31894,33458
"18163","Vanderburgh, IN",35484,37143,38608
"18165","Vermillion, IN",31915,32335,33665
"18167","Vigo, IN",29666,30727,31666
"18169","Wabash, IN",30448,31407,33469
"18171","Warren, IN",32258,31999,35958
"18173","Warrick, IN",38493,39825,41726
"18175","Washington, IN",27357,27996,29544
"18177","Wayne, IN",28748,29584,30909
"18179","Wells, IN",31162,32413,34321
"18181","White, IN",31022,31846,34982
"18183","Whitley, IN",30974,31491,33958
"19001","Adair, IA",35173,34099,40325
"19003","Adams, IA",37035,36498,43553
"19005","Allamakee, IA",29588,31630,35588
"19007","Appanoose, IA",27583,27921,29636
"19009","Audubon, IA",40914,41208,52562
"19011","Benton, IA",37860,38717,42432
"19013","Black Hawk, IA",34820,35098,37461
"19015","Boone, IA",38154,37879,40920
"19017","Bremer, IA",37503,38708,43157
"19019","Buchanan, IA",32606,33878,39192
"19021","Buena Vista, IA",35726,36910,41466
"19023","Butler, IA",36989,38601,45534
"19025","Calhoun, IA",38049,39833,48966
"19027","Carroll, IA",38238,39386,45157
"19029","Cass, IA",38005,38032,43471
"19031","Cedar, IA",37929,38227,43351
"19033","Cerro Gordo, IA",37084,38366,41225
"19035","Cherokee, IA",39070,39655,45252
"19037","Chickasaw, IA",35125,37535,43446
"19039","Clarke, IA",28913,29880,32255
"19041","Clay, IA",38410,39579,44683
"19043","Clayton, IA",31434,33343,38662
"19045","Clinton, IA",35404,36220,39340
"19047","Crawford, IA",36172,37170,42843
"19049","Dallas, IA",43217,44547,47740
"19051","Davis, IA",24792,25499,27254
"19053","Decatur, IA",23835,23657,27009
"19055","Delaware, IA",32642,35337,41861
"19057","Des Moines, IA",35323,36077,38869
"19059","Dickinson, IA",41119,42635,45680
"19061","Dubuque, IA",35317,36303,38886
"19063","Emmet, IA",32806,34538,39635
"19065","Fayette, IA",30079,31540,37074
"19067","Floyd, IA",33240,33964,38187
"19069","Franklin, IA",37256,40108,50311
"19071","Fremont, IA",40661,40514,43581
"19073","Greene, IA",39652,38120,46956
"19075","Grundy, IA",41973,43779,49783
"19077","Guthrie, IA",37372,36605,41971
"19079","Hamilton, IA",36756,38721,45945
"19081","Hancock, IA",36500,37332,43929
"19083","Hardin, IA",36378,38668,45878
"19085","Harrison, IA",38787,36849,41885
"19087","Henry, IA",30542,30740,32561
"19089","Howard, IA",32442,34828,40392
"19091","Humboldt, IA",38201,36491,45462
"19093","Ida, IA",45345,45446,52555
"19095","Iowa, IA",36316,36768,40554
"19097","Jackson, IA",31969,32709,36099
"19099","Jasper, IA",31912,31357,34457
"19101","Jefferson, IA",29980,30897,33544
"19103","Johnson, IA",38701,39103,41349
"19105","Jones, IA",30303,30481,33518
"19107","Keokuk, IA",33613,32547,39175
"19109","Kossuth, IA",43118,43419,52330
"19111","Lee, IA",30580,30780,32827
"19113","Linn, IA",39782,41201,43378
"19115","Louisa, IA",31559,32116,35508
"19117","Lucas, IA",27138,27611,30301
"19119","Lyon, IA",36802,39898,48644
"19121","Madison, IA",35331,35271,37816
"19123","Mahaska, IA",33254,32339,36013
"19125","Marion, IA",32364,32664,34823
"19127","Marshall, IA",34170,34098,36420
"19129","Mills, IA",43390,42185,44674
"19131","Mitchell, IA",36631,39503,45802
"19133","Monona, IA",38453,36763,41972
"19135","Monroe, IA",34385,33688,35680
"19137","Montgomery, IA",34015,34499,37834
"19139","Muscatine, IA",34478,35830,38104
"19141","O'Brien, IA",37911,40067,47412
"19143","Osceola, IA",36996,38750,47738
"19145","Page, IA",31446,31076,32716
"19147","Palo Alto, IA",38000,39028,47327
"19149","Plymouth, IA",40500,41942,47144
"19151","Pocahontas, IA",41212,38917,51676
"19153","Polk, IA",42107,43405,45336
"19155","Pottawattamie, IA",35565,35042,36640
"19157","Poweshiek, IA",37089,36879,41359
"19159","Ringgold, IA",27733,27760,32397
"19161","Sac, IA",38956,42215,50675
"19163","Scott, IA",41579,43700,46372
"19165","Shelby, IA",41486,41259,48595
"19167","Sioux, IA",34447,36889,42297
"19169","Story, IA",34079,35292,37429
"19171","Tama, IA",34679,34745,38615
"19173","Taylor, IA",34305,35726,42430
"19175","Union, IA",31011,32110,35339
"19177","Van Buren, IA",27204,27370,30057
"19179","Wapello, IA",30480,30515,32297
"19181","Warren, IA",37361,38311,40496
"19183","Washington, IA",37195,37672,40837
"19185","Wayne, IA",26614,26946,31029
"19187","Webster, IA",34210,35200,39467
"19189","Winnebago, IA",32138,33448,37507
"19191","Winneshiek, IA",33950,35628,39471
"19193","Woodbury, IA",33178,33509,34726
"19195","Worth, IA",33140,34770,39521
"19197","Wright, IA",39895,39866,50104
"20001","Allen, KS",32723,33731,34790
"20003","Anderson, KS",32009,31623,33439
"20005","Atchison, KS",28405,28375,31499
"20007","Barber, KS",34410,35530,42528
"20009","Barton, KS",35728,36236,38785
"20011","Bourbon, KS",29372,29080,30693
"20013","Brown, KS",37750,35106,41002
"20015","Butler, KS",35592,36410,37697
"20017","Chase, KS",45963,50452,51481
"20019","Chautauqua, KS",31232,32788,35669
"20021","Cherokee, KS",31649,33067,34084
"20023","Cheyenne, KS",31464,33800,42519
"20025","Clark, KS",30931,32365,35455
"20027","Clay, KS",40856,41666,44657
"20029","Cloud, KS",31257,30552,35515
"20031","Coffey, KS",42853,42242,46517
"20033","Comanche, KS",30985,33286,36405
"20035","Cowley, KS",30115,31293,32982
"20037","Crawford, KS",29115,28599,29542
"20039","Decatur, KS",37434,39469,48685
"20041","Dickinson, KS",34118,34765,37910
"20043","Doniphan, KS",32359,30144,32364
"20045","Douglas, KS",33312,32244,33379
"20047","Edwards, KS",45074,44665,55574
"20049","Elk, KS",28177,30692,34099
"20051","Ellis, KS",37735,38624,41552
"20053","Ellsworth, KS",31802,32005,35125
"20055","Finney, KS",29855,31390,33417
"20057","Ford, KS",30225,31296,32309
"20059","Franklin, KS",32882,32703,33885
"20061","Geary, KS",41275,39454,41409
"20063","Gove, KS",41643,40830,47676
"20065","Graham, KS",43878,47385,57090
"20067","Grant, KS",36462,37852,38787
"20069","Gray, KS",38149,42122,47114
"20071","Greeley, KS",48385,52185,63499
"20073","Greenwood, KS",29461,32695,34437
"20075","Hamilton, KS",29872,38390,43240
"20077","Harper, KS",37353,38175,46355
"20079","Harvey, KS",35921,36789,38254
"20081","Haskell, KS",43322,50016,62019
"20083","Hodgeman, KS",33186,38597,41348
"20085","Jackson, KS",33486,32769,35661
"20087","Jefferson, KS",31865,32287,34779
"20089","Jewell, KS",37936,34486,49412
"20091","Johnson, KS",52472,53821,56550
"20093","Kearny, KS",30480,32972,36346
"20095","Kingman, KS",38190,37476,43017
"20097","Kiowa, KS",42539,41378,43801
"20099","Labette, KS",32211,33223,35029
"20101","Lane, KS",39447,39785,40053
"20103","Leavenworth, KS",33642,33397,34360
"20105","Lincoln, KS",32952,35241,43313
"20107","Linn, KS",30089,30331,31382
"20109","Logan, KS",41481,43263,49477
"20111","Lyon, KS",27840,28149,29493
"20113","McPherson, KS",37253,38455,41457
"20115","Marion, KS",31460,32292,35248
"20117","Marshall, KS",38438,38334,46600
"20119","Meade, KS",36731,39486,45079
"20121","Miami, KS",39373,39924,42131
"20123","Mitchell, KS",36739,36494,43319
"20125","Montgomery, KS",30568,31913,34133
"20127","Morris, KS",32469,33453,35727
"20129","Morton, KS",37460,44516,52667
"20131","Nemaha, KS",38732,39338,48745
"20133","Neosho, KS",29687,30412,32042
"20135","Ness, KS",44371,45242,44307
"20137","Norton, KS",33950,34314,39849
"20139","Osage, KS",30747,30391,31807
"20141","Osborne, KS",35248,35472,44023
"20143","Ottawa, KS",30371,30638,33499
"20145","Pawnee, KS",31995,32447,35188
"20147","Phillips, KS",36386,37783,44602
"20149","Pottawatomie, KS",34867,33846,36131
"20151","Pratt, KS",36612,38146,44612
"20153","Rawlins, KS",43684,50269,64186
"20155","Reno, KS",31358,32169,33642
"20157","Republic, KS",34658,31002,37939
"20159","Rice, KS",28933,28899,31654
"20161","Riley, KS",41515,43884,46890
"20163","Rooks, KS",31121,30099,37250
"20165","Rush, KS",33694,32483,37344
"20167","Russell, KS",31781,32617,36274
"20169","Saline, KS",38204,37978,39910
"20171","Scott, KS",32345,34707,37867
"20173","Sedgwick, KS",37049,37041,38653
"20175","Seward, KS",28544,29037,30619
"20177","Shawnee, KS",37297,37140,38913
"20179","Sheridan, KS",51710,49137,61365
"20181","Sherman, KS",37003,40733,50602
"20183","Smith, KS",36628,34487,45628
"20185","Stafford, KS",36303,35422,43747
"20187","Stanton, KS",39607,39298,45210
"20189","Stevens, KS",31438,36846,39294
"20191","Sumner, KS",35800,36484,39651
"20193","Thomas, KS",34505,37237,43302
"20195","Trego, KS",35373,36080,37752
"20197","Wabaunsee, KS",32864,32658,34429
"20199","Wallace, KS",45293,54755,65411
"20201","Washington, KS",30783,32083,39424
"20203","Wichita, KS",38059,38872,45603
"20205","Wilson, KS",31676,31336,32535
"20207","Woodson, KS",25957,28487,28461
"20209","Wyandotte, KS",27561,28010,28836
"21001","Adair, KY",23970,24749,25525
"21003","Allen, KY",25345,26972,28088
"21005","Anderson, KY",29434,29938,31048
"21007","Ballard, KY",34879,33968,36228
"21009","Barren, KY",26756,27838,29128
"21011","Bath, KY",24157,24170,24925
"21013","Bell, KY",24638,25083,25656
"21015","Boone, KY",32986,34139,35704
"21017","Bourbon, KY",30742,29668,30504
"21019","Boyd, KY",31769,32413,33405
"21021","Boyle, KY",29184,29729,30686
"21023","Bracken, KY",28490,29211,30499
"21025","Breathitt, KY",26892,27344,28088
"21027","Breckinridge, KY",25608,26040,27404
"21029","Bullitt, KY",28521,29335,30533
"21031","Butler, KY",24221,25179,26519
"21033","Caldwell, KY",28583,28679,30328
"21035","Calloway, KY",28281,28688,29889
"21037","Campbell, KY",35152,35967,37531
"21039","Carlisle, KY",29411,28803,32236
"21041","Carroll, KY",32322,33040,31945
"21043","Carter, KY",23640,24512,25297
"21045","Casey, KY",23222,23516,24495
"21047","Christian, KY",30542,30470,32061
"21049","Clark, KY",31956,32609,33660
"21051","Clay, KY",22539,23506,24205
"21053","Clinton, KY",25213,25749,26424
"21055","Crittenden, KY",26820,27022,28682
"21057","Cumberland, KY",24966,25333,26104
"21059","Daviess, KY",32849,33452,35246
"21061","Edmonson, KY",24339,24354,25668
"21063","Elliott, KY",18162,18634,19426
"21065","Estill, KY",22957,23245,24043
"21067","Fayette, KY",37606,38221,39950
"21069","Fleming, KY",23934,24223,24700
"21071","Floyd, KY",29023,29829,31270
"21073","Franklin, KY",34362,34720,36091
"21075","Fulton, KY",28965,27578,30749
"21077","Gallatin, KY",25953,25814,26547
"21079","Garrard, KY",24839,25230,26144
"21081","Grant, KY",27679,28529,29743
"21083","Graves, KY",28728,28287,29429
"21085","Grayson, KY",24056,24380,25329
"21087","Green, KY",24360,25214,26421
"21089","Greenup, KY",32968,34648,36391
"21091","Hancock, KY",27828,28651,30440
"21093","Hardin, KY",34135,35646,38880
"21095","Harlan, KY",26446,27739,28221
"21097","Harrison, KY",27511,27794,28778
"21099","Hart, KY",23049,23991,25092
"21101","Henderson, KY",30468,30553,32311
"21103","Henry, KY",28844,29789,30890
"21105","Hickman, KY",36909,33900,38035
"21107","Hopkins, KY",30016,30381,32099
"21109","Jackson, KY",19109,19807,20923
"21111","Jefferson, KY",39075,40196,41828
"21113","Jessamine, KY",29377,30346,31544
"21115","Johnson, KY",26972,26682,27763
"21117","Kenton, KY",38117,38387,40219
"21119","Knott, KY",26166,26306,27426
"21121","Knox, KY",24496,25206,25949
"21123","Larue, KY",32503,34266,36474
"21125","Laurel, KY",26100,26479,27082
"21127","Lawrence, KY",24671,25751,26603
"21129","Lee, KY",22019,22407,23118
"21131","Leslie, KY",26823,27579,28852
"21133","Letcher, KY",27871,27810,28942
"21135","Lewis, KY",20045,20606,21251
"21137","Lincoln, KY",23668,24416,25212
"21139","Livingston, KY",31111,31264,32672
"21141","Logan, KY",28522,29561,31530
"21143","Lyon, KY",27181,27375,28634
"21145","McCracken, KY",36897,38042,39872
"21147","McCreary, KY",19990,20483,20842
"21149","McLean, KY",31667,30454,32674
"21151","Madison, KY",26949,27760,28677
"21153","Magoffin, KY",23440,23607,24606
"21155","Marion, KY",25443,26400,27671
"21157","Marshall, KY",30488,31253,33315
"21159","Martin, KY",24299,25328,26109
"21161","Mason, KY",29478,30135,31158
"21163","Meade, KY",32423,36315,39065
"21165","Menifee, KY",21449,22173,22752
"21167","Mercer, KY",28809,28869,29945
"21169","Metcalfe, KY",21749,21906,22574
"21171","Monroe, KY",24340,24815,25677
"21173","Montgomery, KY",26073,26619,27696
"21175","Morgan, KY",20629,21311,22309
"21177","Muhlenberg, KY",25547,26169,28429
"21179","Nelson, KY",30864,31589,33071
"21181","Nicholas, KY",27211,27458,28332
"21183","Ohio, KY",27340,27882,29387
"21185","Oldham, KY",40076,41925,44660
"21187","Owen, KY",25022,25195,26405
"21189","Owsley, KY",23878,24165,24593
"21191","Pendleton, KY",26514,26747,27961
"21193","Perry, KY",30316,30496,31458
"21195","Pike, KY",30066,30888,32694
"21197","Powell, KY",25064,25695,26527
"21199","Pulaski, KY",27614,28402,29043
"21201","Robertson, KY",25149,25189,26029
"21203","Rockcastle, KY",22467,23033,23865
"21205","Rowan, KY",24379,25326,25953
"21207","Russell, KY",25929,27104,28137
"21209","Scott, KY",32164,32684,34376
"21211","Shelby, KY",32942,33401,35173
"21213","Simpson, KY",29391,29502,31596
"21215","Spencer, KY",29930,32375,34806
"21217","Taylor, KY",27288,27649,28837
"21219","Todd, KY",27748,26279,27761
"21221","Trigg, KY",34731,34733,37352
"21223","Trimble, KY",23561,22584,23461
"21225","Union, KY",32083,31991,35767
"21227","Warren, KY",29839,30803,32025
"21229","Washington, KY",26124,26490,27502
"21231","Wayne, KY",22084,22584,23020
"21233","Webster, KY",30655,30295,32258
"21235","Whitley, KY",27760,28973,29500
"21237","Wolfe, KY",21608,22160,22829
"21239","Woodford, KY",40400,39766,41755
"22001","Acadia, LA",30963,31660,32883
"22003","Allen, LA",23231,23399,23979
"22005","Ascension, LA",37367,39461,41388
"22007","Assumption, LA",32962,34713,36324
"22009","Avoyelles, LA",27866,28816,30479
"22011","Beauregard, LA",28359,28684,29705
"22013","Bienville, LA",27917,29730,30545
"22015","Bossier, LA",33089,34635,36697
"22017","Caddo, LA",37436,39179,40810
"22019","Calcasieu, LA",34155,34577,36366
"22021","Caldwell, LA",27957,28331,29025
"22023","Cameron, LA",32896,33784,35114
"22025","Catahoula, LA",26778,28775,30655
"22027","Claiborne, LA",27039,27990,29515
"22029","Concordia, LA",25180,25897,26936
"22031","De Soto, LA",27627,29330,30417
"22033","East Baton Rouge, LA",39760,40334,41974
"22035","East Carroll, LA",28589,30485,31676
"22037","East Feliciana, LA",32380,32706,33974
"22039","Evangeline, LA",26741,27588,28704
"22041","Franklin, LA",27573,27905,28881
"22043","Grant, LA",25008,24975,25596
"22045","Iberia, LA",35216,35664,37805
"22047","Iberville, LA",30820,30689,32040
"22049","Jackson, LA",27766,28090,28722
"22051","Jefferson, LA",41947,43318,44821
"22053","Jefferson Davis, LA",30612,29966,31311
"22055","Lafayette, LA",42539,44796,47060
"22057","Lafourche, LA",40839,43514,45437
"22059","La Salle, LA",26773,28720,30066
"22061","Lincoln, LA",29618,30496,31256
"22063","Livingston, LA",29998,30583,31832
"22065","Madison, LA",23877,24364,25709
"22067","Morehouse, LA",27991,27923,29775
"22069","Natchitoches, LA",29064,29413,30307
"22071","Orleans, LA",41787,42124,42542
"22073","Ouachita, LA",33233,33181,34256
"22075","Plaquemines, LA",37122,39883,39919
"22077","Pointe Coupee, LA",34110,34962,36650
"22079","Rapides, LA",36842,37376,38624
"22081","Red River, LA",27576,28259,30084
"22083","Richland, LA",28660,29869,31005
"22085","Sabine, LA",25920,27281,28547
"22087","St. Bernard, LA",37224,36240,34958
"22089","St. Charles, LA",35837,36512,37491
"22091","St. Helena, LA",31633,32937,34856
"22093","St. James, LA",30401,31408,32266
"22095","St. John the Baptist, LA",34461,35334,36548
"22097","St. Landry, LA",32018,33277,34881
"22099","St. Martin, LA",29173,30729,31989
"22101","St. Mary, LA",34633,35734,37462
"22103","St. Tammany, LA",44164,45828,47508
"22105","Tangipahoa, LA",29597,30681,31732
"22107","Tensas, LA",32599,33027,38622
"22109","Terrebonne, LA",37058,38443,39764
"22111","Union, LA",29632,30057,31051
"22113","Vermilion, LA",29063,29873,30998
"22115","Vernon, LA",38570,39867,43887
"22117","Washington, LA",26443,26928,27527
"22119","Webster, LA",31138,33225,34292
"22121","West Baton Rouge, LA",34819,35657,37160
"22123","West Carroll, LA",23663,23448,23753
"22125","West Feliciana, LA",26128,26192,27474
"22127","Winn, LA",27494,28926,30005
"23001","Androscoggin, ME",34760,34746,36192
"23003","Aroostook, ME",30985,30884,32038
"23005","Cumberland, ME",43006,44610,47015
"23007","Franklin, ME",28963,29318,30757
"23009","Hancock, ME",35876,36987,38542
"23011","Kennebec, ME",35028,35400,36958
"23013","Knox, ME",37089,36985,38777
"23015","Lincoln, ME",37399,38625,40534
"23017","Oxford, ME",28803,29913,30999
"23019","Penobscot, ME",32455,32581,33940
"23021","Piscataquis, ME",30276,30668,32189
"23023","Sagadahoc, ME",38638,39438,41044
"23025","Somerset, ME",29716,30044,31538
"23027","Waldo, ME",32051,30935,32416
"23029","Washington, ME",30183,30962,32738
"23031","York, ME",37955,38700,40124
"24001","Allegany, MD",30531,31341,32855
"24003","Anne Arundel, MD",53163,54019,56270
"24005","Baltimore, MD",47691,48773,50926
"24009","Calvert, MD",44700,45666,47483
"24011","Caroline, MD",30445,31232,32819
"24013","Carroll, MD",43184,43727,45507
"24015","Cecil, MD",37082,37918,39689
"24017","Charles, MD",42301,43168,44778
"24019","Dorchester, MD",33385,33390,34771
"24021","Frederick, MD",44539,45017,46610
"24023","Garrett, MD",34848,36380,38463
"24025","Harford, MD",45446,46968,49329
"24027","Howard, MD",61600,63289,66300
"24029","Kent, MD",42768,42567,44489
"24031","Montgomery, MD",65654,67564,69762
"24033","Prince George's, MD",38727,39168,40215
"24035","Queen Anne's, MD",45683,47173,49605
"24037","St. Mary's, MD",41366,42911,44849
"24039","Somerset, MD",26983,27444,28387
"24041","Talbot, MD",52707,53050,55721
"24043","Washington, MD",34706,35438,37008
"24045","Wicomico, MD",33344,33935,34985
"24047","Worcester, MD",40000,41717,43987
"24510","Baltimore (Independent City), MD",37709,39485,42036
"25001","Barnstable, MA",50438,52796,55465
"25003","Berkshire, MA",41256,42384,44483
"25005","Bristol, MA",39253,40081,41884
"25007","Dukes, MA",55689,57168,60075
"25009","Essex, MA",48744,50817,53209
"25011","Franklin, MA",39775,41064,42588
"25013","Hampden, MA",37483,38260,39677
"25015","Hampshire, MA",37127,38137,39664
"25017","Middlesex, MA",58759,59676,62324
"25019","Nantucket, MA",66440,70624,75947
"25021","Norfolk, MA",60942,63799,66806
"25023","Plymouth, MA",47240,48626,50968
"25025","Suffolk, MA",51065,53308,55472
"25027","Worcester, MA",41976,43483,45548
"26001","Alcona, MI",26495,27856,29209
"26003","Alger, MI",24450,24473,25518
"26005","Allegan, MI",30421,31823,33565
"26007","Alpena, MI",31070,32149,33612
"26009","Antrim, MI",29987,30965,32587
"26011","Arenac, MI",27446,28506,30335
"26013","Baraga, MI",25172,25560,25943
"26015","Barry, MI",30363,31548,33268
"26017","Bay, MI",30970,31852,33737
"26019","Benzie, MI",28976,29829,31079
"26021","Berrien, MI",33019,34722,35830
"26023","Branch, MI",25622,26747,28098
"26025","Calhoun, MI",31486,32520,33541
"26027","Cass, MI",30677,32328,35027
"26029","Charlevoix, MI",33699,35007,36361
"26031","Cheboygan, MI",27626,28255,29533
"26033","Chippewa, MI",25220,26417,26977
"26035","Clare, MI",26182,27103,28297
"26037","Clinton, MI",32560,34242,35926
"26039","Crawford, MI",25404,26140,27501
"26041","Delta, MI",30242,30967,32175
"26043","Dickinson, MI",34849,35940,37594
"26045","Eaton, MI",32106,32793,33655
"26047","Emmet, MI",36590,38444,39842
"26049","Genesee, MI",28379,29492,31057
"26051","Gladwin, MI",25284,25894,26853
"26053","Gogebic, MI",27881,28768,29454
