"CA1-3 Personal income summary"
"Per capita personal income (dollars) 2/" 
"Bureau of Economic Analysis" 
"County"
"Fips","Area","2009","2010","2011"
"26055","Grand Traverse, MI",34191,35685,36894
"26057","Gratiot, MI",27338,28360,30647
"26059","Hillsdale, MI",25255,26486,28481
"26061","Houghton, MI",25976,26244,27169
"26063","Huron, MI",33291,36102,40336
"26065","Ingham, MI",32199,33523,34450
"26067","Ionia, MI",24330,24985,26781
"26069","Iosco, MI",26248,27006,28245
"26071","Iron, MI",29943,31836,33002
"26073","Isabella, MI",26172,26678,27960
"26075","Jackson, MI",28917,29717,31396
"26077","Kalamazoo, MI",34026,34562,35933
"26079","Kalkaska, MI",24922,25615,27137
"26081","Kent, MI",33074,34588,36589
"26083","Keweenaw, MI",34777,35001,36886
"26085","Lake, MI",24954,26449,27668
"26087","Lapeer, MI",29258,30269,31825
"26089","Leelanau, MI",39668,41465,43978
"26091","Lenawee, MI",29148,30235,32611
"26093","Livingston, MI",36772,38222,40677
"26095","Luce, MI",23366,23844,24492
"26097","Mackinac, MI",31745,32563,33675
"26099","Macomb, MI",33423,34019,35717
"26101","Manistee, MI",28438,28945,29901
"26103","Marquette, MI",30407,31433,32555
"26105","Mason, MI",28951,30437,31659
"26107","Mecosta, MI",24804,26396,27328
"26109","Menominee, MI",27638,29965,31871
"26111","Midland, MI",39977,40647,43446
"26113","Missaukee, MI",23240,24854,26591
"26115","Monroe, MI",32269,33443,35647
"26117","Montcalm, MI",22765,23724,25160
"26119","Montmorency, MI",25679,26442,27993
"26121","Muskegon, MI",27238,28271,29766
"26123","Newaygo, MI",25835,27012,28371
"26125","Oakland, MI",47764,49132,53297
"26127","Oceana, MI",27668,29567,31836
"26129","Ogemaw, MI",25305,26438,27435
"26131","Ontonagon, MI",28954,29878,29514
"26133","Osceola, MI",23909,25227,26782
"26135","Oscoda, MI",23295,24152,25348
"26137","Otsego, MI",27766,28616,30030
"26139","Ottawa, MI",31244,32242,33777
"26141","Presque Isle, MI",27242,27900,29450
"26143","Roscommon, MI",27819,28908,29948
"26145","Saginaw, MI",29441,30356,32007
"26147","St. Clair, MI",30851,31864,33459
"26149","St. Joseph, MI",26757,28024,29826
"26151","Sanilac, MI",28052,29776,32193
"26153","Schoolcraft, MI",29008,29743,30598
"26155","Shiawassee, MI",26631,27781,29422
"26157","Tuscola, MI",25640,26459,28341
"26159","Van Buren, MI",28788,29499,31013
"26161","Washtenaw, MI",37243,38515,40821
"26163","Wayne, MI",31633,32617,34012
"26165","Wexford, MI",25687,26256,27661
"27001","Aitkin, MN",28963,29816,30949
"27003","Anoka, MN",37523,38226,39850
"27005","Becker, MN",33675,35417,36998
"27007","Beltrami, MN",30776,31229,31834
"27009","Benton, MN",32519,33127,34270
"27011","Big Stone, MN",37467,39074,39621
"27013","Blue Earth, MN",32481,34288,36808
"27015","Brown, MN",35510,36836,39204
"27017","Carlton, MN",29949,30809,31902
"27019","Carver, MN",51346,54384,57830
"27021","Cass, MN",34393,35796,37649
"27023","Chippewa, MN",39956,42684,46031
"27025","Chisago, MN",32095,33106,35160
"27027","Clay, MN",32919,34109,35448
"27029","Clearwater, MN",27227,28352,29583
"27031","Cook, MN",37724,39417,41004
"27033","Cottonwood, MN",36950,39549,43027
"27035","Crow Wing, MN",30961,32229,33640
"27037","Dakota, MN",43682,44453,46299
"27039","Dodge, MN",36652,36934,38067
"27041","Douglas, MN",34866,36146,37703
"27043","Faribault, MN",44258,41315,46913
"27045","Fillmore, MN",33096,35914,38185
"27047","Freeborn, MN",34854,36454,39052
"27049","Goodhue, MN",37945,39951,42377
"27051","Grant, MN",36528,40048,40436
"27053","Hennepin, MN",52604,55122,57476
"27055","Houston, MN",36925,38582,40554
"27057","Hubbard, MN",29009,30336,32013
"27059","Isanti, MN",33883,34957,36544
"27061","Itasca, MN",31002,32019,33604
"27063","Jackson, MN",42544,44927,49666
"27065","Kanabec, MN",28237,29468,30917
"27067","Kandiyohi, MN",38227,40993,42769
"27069","Kittson, MN",37735,41960,43914
"27071","Koochiching, MN",33237,35062,35855
"27073","Lac qui Parle, MN",40973,46290,47448
"27075","Lake, MN",36857,39113,41505
"27077","Lake of the Woods, MN",29174,30470,33091
"27079","Le Sueur, MN",34239,35501,37608
"27081","Lincoln, MN",35339,38436,41559
"27083","Lyon, MN",36267,38603,40343
"27085","McLeod, MN",33663,34706,36359
"27087","Mahnomen, MN",27319,29254,30580
"27089","Marshall, MN",35433,39122,41968
"27091","Martin, MN",39960,43459,45532
"27093","Meeker, MN",31997,33625,35304
"27095","Mille Lacs, MN",27089,27680,28941
"27097","Morrison, MN",30584,31831,33985
"27099","Mower, MN",35862,38340,40268
"27101","Murray, MN",41454,45174,50384
"27103","Nicollet, MN",35228,36580,38630
"27105","Nobles, MN",35950,38268,41549
"27107","Norman, MN",36663,41159,42495
"27109","Olmsted, MN",42753,45958,45721
"27111","Otter Tail, MN",33131,34699,36781
"27113","Pennington, MN",38077,40155,42781
"27115","Pine, MN",26840,27544,28707
"27117","Pipestone, MN",37925,40966,43131
"27119","Polk, MN",34859,36633,38824
"27121","Pope, MN",36349,39502,43039
"27123","Ramsey, MN",43252,43787,45365
"27125","Red Lake, MN",29888,32146,35695
"27127","Redwood, MN",38767,40824,42779
"27129","Renville, MN",37769,41278,42832
"27131","Rice, MN",30583,31323,32631
"27133","Rock, MN",37021,41119,45457
"27135","Roseau, MN",34277,36085,40638
"27137","St. Louis, MN",34779,36039,38059
"27139","Scott, MN",40740,42769,45400
"27141","Sherburne, MN",30650,31348,33474
"27143","Sibley, MN",35049,36984,39205
"27145","Stearns, MN",32995,33749,35504
"27147","Steele, MN",36786,38206,39554
"27149","Stevens, MN",37500,41837,43547
"27151","Swift, MN",35193,37486,39923
"27153","Todd, MN",27350,29080,30838
"27155","Traverse, MN",39283,46820,46368
"27157","Wabasha, MN",36956,37776,39457
"27159","Wadena, MN",28481,29018,30456
"27161","Waseca, MN",34603,35627,38159
"27163","Washington, MN",45724,47033,49523
"27165","Watonwan, MN",33195,35139,39074
"27167","Wilkin, MN",36019,40632,42437
"27169","Winona, MN",32375,33173,35049
"27171","Wright, MN",33331,34250,37196
"27173","Yellow Medicine, MN",37799,39885,42986
"28001","Adams, MS",30098,30891,32709
"28003","Alcorn, MS",26290,26746,27844
"28005","Amite, MS",26535,27474,28802
"28007","Attala, MS",24927,25315,26452
"28009","Benton, MS",20099,21026,22063
"28011","Bolivar, MS",28968,30451,32106
"28013","Calhoun, MS",23148,25652,26712
"28015","Carroll, MS",29728,31699,34634
"28017","Chickasaw, MS",25821,27302,28711
"28019","Choctaw, MS",23741,24706,25845
"28021","Claiborne, MS",24701,26895,27804
"28023","Clarke, MS",25450,25497,26603
"28025","Clay, MS",26800,27822,29417
"28027","Coahoma, MS",29487,30702,32607
"28029","Copiah, MS",23612,24079,24552
"28031","Covington, MS",27672,27672,28192
"28033","DeSoto, MS",31169,31976,33737
"28035","Forrest, MS",29406,29702,30198
"28037","Franklin, MS",24557,25245,26564
"28039","George, MS",25540,25451,25477
"28041","Greene, MS",21538,22522,22950
"28043","Grenada, MS",27142,28668,30231
"28045","Hancock, MS",34715,35107,33515
"28047","Harrison, MS",35198,35455,35878
"28049","Hinds, MS",33997,34645,35473
"28051","Holmes, MS",24116,26024,27815
"28053","Humphreys, MS",24762,28358,28808
"28055","Issaquena, MS",29900,36631,43298
"28057","Itawamba, MS",27725,28377,29915
"28059","Jackson, MS",34067,34960,35748
"28061","Jasper, MS",27345,28191,28754
"28063","Jefferson, MS",22852,24441,25373
"28065","Jefferson Davis, MS",25810,25684,27030
"28067","Jones, MS",31489,32144,33432
"28069","Kemper, MS",23084,24119,27363
"28071","Lafayette, MS",31254,31325,32345
"28073","Lamar, MS",32511,33038,34386
"28075","Lauderdale, MS",30809,31394,32582
"28077","Lawrence, MS",29540,29821,30941
"28079","Leake, MS",24086,24548,24224
"28081","Lee, MS",32461,33207,34432
"28083","Leflore, MS",27896,29352,30888
"28085","Lincoln, MS",26240,26658,27516
"28087","Lowndes, MS",30894,31786,33905
"28089","Madison, MS",44416,47211,50233
"28091","Marion, MS",26074,26965,28384
"28093","Marshall, MS",24606,25148,26236
"28095","Monroe, MS",25972,27092,28516
"28097","Montgomery, MS",26138,27164,28464
"28099","Neshoba, MS",32459,33758,33776
"28101","Newton, MS",26428,27023,27802
"28103","Noxubee, MS",23044,24719,25904
"28105","Oktibbeha, MS",26307,27151,28340
"28107","Panola, MS",25376,26464,27658
"28109","Pearl River, MS",26441,27309,28453
"28111","Perry, MS",22432,22338,22981
"28113","Pike, MS",26125,26668,27361
"28115","Pontotoc, MS",24486,25452,26798
"28117","Prentiss, MS",23160,24070,24871
"28119","Quitman, MS",25515,27340,28582
"28121","Rankin, MS",34647,35046,36317
"28123","Scott, MS",25337,25773,26026
"28125","Sharkey, MS",25282,29985,31188
"28127","Simpson, MS",30209,31278,31689
"28129","Smith, MS",25214,25682,25192
"28131","Stone, MS",27543,27455,28199
"28133","Sunflower, MS",25159,25742,26969
"28135","Tallahatchie, MS",22873,23614,25187
"28137","Tate, MS",27026,27297,28643
"28139","Tippah, MS",24513,25175,26657
"28141","Tishomingo, MS",23510,23733,24681
"28143","Tunica, MS",27690,28415,30943
"28145","Union, MS",25949,26476,28858
"28147","Walthall, MS",24114,24478,24971
"28149","Warren, MS",34420,35256,36792
"28151","Washington, MS",28476,29986,31412
"28153","Wayne, MS",25893,26596,27555
"28155","Webster, MS",23914,24492,25098
"28157","Wilkinson, MS",22879,23556,24685
"28159","Winston, MS",24342,25143,26491
"28161","Yalobusha, MS",26801,28664,30303
"28163","Yazoo, MS",23416,24852,26280
"29001","Adair, MO",26898,26649,27321
"29003","Andrew, MO",41924,41682,44465
"29005","Atchison, MO",38185,36942,41250
"29007","Audrain, MO",30297,30876,31899
"29009","Barry, MO",27776,28805,30278
"29011","Barton, MO",28477,28649,28823
"29013","Bates, MO",32016,31469,32429
"29015","Benton, MO",27186,28003,28794
"29017","Bollinger, MO",27480,26466,26746
"29019","Boone, MO",34942,35977,37409
"29021","Buchanan, MO",31946,32533,33732
"29023","Butler, MO",32519,33189,34612
"29025","Caldwell, MO",33264,33801,36370
"29027","Callaway, MO",27308,27882,28697
"29029","Camden, MO",31172,31324,32827
"29031","Cape Girardeau, MO",33858,34663,35792
"29033","Carroll, MO",34755,33940,36552
"29035","Carter, MO",26390,25906,25973
"29037","Cass, MO",33990,34128,35244
"29039","Cedar, MO",25727,26306,26954
"29041","Chariton, MO",36199,35379,38985
"29043","Christian, MO",29486,30355,32014
"29045","Clark, MO",29926,28987,31779
"29047","Clay, MO",36819,37246,38213
"29049","Clinton, MO",33768,33910,35628
"29051","Cole, MO",38731,38983,40147
"29053","Cooper, MO",28843,29281,30790
"29055","Crawford, MO",28306,29538,30648
"29057","Dade, MO",25666,25301,26265
"29059","Dallas, MO",26436,27594,28709
"29061","Daviess, MO",27159,26775,29450
"29063","DeKalb, MO",22514,22652,24697
"29065","Dent, MO",27473,27215,28436
"29067","Douglas, MO",23912,24215,25460
"29069","Dunklin, MO",28683,29822,31855
"29071","Franklin, MO",33987,34300,35811
"29073","Gasconade, MO",30008,30383,31594
"29075","Gentry, MO",32790,32622,34887
"29077","Greene, MO",34305,34228,35429
"29079","Grundy, MO",28985,29679,31707
"29081","Harrison, MO",27777,28741,31304
"29083","Henry, MO",31065,31479,32287
"29085","Hickory, MO",21851,22023,22819
"29087","Holt, MO",36214,33581,36631
"29089","Howard, MO",33158,34240,36385
"29091","Howell, MO",26131,26741,27555
"29093","Iron, MO",25157,25993,27272
"29095","Jackson, MO",38691,39410,40564
"29097","Jasper, MO",28708,28962,29709
"29099","Jefferson, MO",33233,33114,34681
"29101","Johnson, MO",27754,28454,29639
"29103","Knox, MO",30726,30178,31360
"29105","Laclede, MO",25689,26162,27424
"29107","Lafayette, MO",35916,35792,37831
"29109","Lawrence, MO",24931,25755,26896
"29111","Lewis, MO",27208,27227,29094
"29113","Lincoln, MO",28379,28906,30310
"29115","Linn, MO",30257,30559,32343
"29117","Livingston, MO",30692,30582,32776
"29119","McDonald, MO",23943,24659,24849
"29121","Macon, MO",30113,30034,31164
"29123","Madison, MO",25402,26045,27258
"29125","Maries, MO",29152,30336,31954
"29127","Marion, MO",31020,32693,34200
"29129","Mercer, MO",26293,25926,27364
"29131","Miller, MO",25608,26445,27262
"29133","Mississippi, MO",26977,26895,27683
"29135","Moniteau, MO",29541,30757,32019
"29137","Monroe, MO",29254,30348,31604
"29139","Montgomery, MO",30099,31394,31609
"29141","Morgan, MO",28174,28334,29580
"29143","New Madrid, MO",27873,29529,32065
"29145","Newton, MO",31386,32753,34854
"29147","Nodaway, MO",26462,26011,27114
"29149","Oregon, MO",23368,23601,24768
"29151","Osage, MO",32851,33725,35100
"29153","Ozark, MO",22267,23345,25491
"29155","Pemiscot, MO",30498,31030,33937
"29157","Perry, MO",28848,29870,30747
"29159","Pettis, MO",29941,30818,31806
"29161","Phelps, MO",29365,29831,31287
"29163","Pike, MO",27265,28667,29756
"29165","Platte, MO",42753,43066,44561
"29167","Polk, MO",25069,25634,27154
"29169","Pulaski, MO",39003,38540,41655
"29171","Putnam, MO",25257,25467,28131
"29173","Ralls, MO",31036,32570,33785
"29175","Randolph, MO",29232,30985,32687
"29177","Ray, MO",34611,34704,36311
"29179","Reynolds, MO",24877,25865,26915
"29181","Ripley, MO",24234,25038,25807
"29183","St. Charles, MO",38546,39159,41257
"29185","St. Clair, MO",25645,26422,27128
"29186","Ste. Genevieve, MO",31894,32390,33652
"29187","St. Francois, MO",26228,26730,27886
"29189","St. Louis, MO",49769,50476,52783
"29195","Saline, MO",33276,33568,37154
"29197","Schuyler, MO",23680,24155,25902
"29199","Scotland, MO",27758,28079,29645
"29201","Scott, MO",33046,34166,36219
"29203","Shannon, MO",20851,21421,22152
"29205","Shelby, MO",31877,31927,34336
"29207","Stoddard, MO",30218,31086,33574
"29209","Stone, MO",30480,31737,33231
"29211","Sullivan, MO",32489,31923,33965
"29213","Taney, MO",26286,26539,27214
"29215","Texas, MO",22442,23051,24362
"29217","Vernon, MO",28948,29514,31011
"29219","Warren, MO",31384,31903,33708
"29221","Washington, MO",24095,24182,25481
"29223","Wayne, MO",24342,25154,25778
"29225","Webster, MO",25519,26092,27266
"29227","Worth, MO",27151,27955,29600
"29229","Wright, MO",22217,22728,24580
"29510","St. Louis (Independent City), MO",34275,35641,37232
"30001","Beaverhead, MT",31821,31578,33476
"30003","Big Horn, MT",24879,25259,26805
"30005","Blaine, MT",24621,26335,28380
"30007","Broadwater, MT",26557,26653,28067
"30009","Carbon, MT",32197,34012,35892
"30011","Carter, MT",27696,28174,28451
"30013","Cascade, MT",36757,38090,39448
"30015","Chouteau, MT",29461,31276,36262
"30017","Custer, MT",31340,34197,34680
"30019","Daniels, MT",40338,47363,49635
"30021","Dawson, MT",30625,31604,33016
"30023","Deer Lodge, MT",28005,28661,29234
"30025","Fallon, MT",37475,40186,41468
"30027","Fergus, MT",31970,32677,34428
"30029","Flathead, MT",32619,34487,35875
"30031","Gallatin, MT",34113,35174,36735
"30033","Garfield, MT",25888,28265,29842
"30035","Glacier, MT",28092,28831,29900
"30037","Golden Valley, MT",35191,35740,40629
"30039","Granite, MT",28478,29290,31808
"30041","Hill, MT",35708,35981,38444
"30043","Jefferson, MT",35718,37516,39223
"30045","Judith Basin, MT",31559,34100,38102
"30047","Lake, MT",25670,26781,27536
"30049","Lewis and Clark, MT",37192,37595,38890
"30051","Liberty, MT",31689,31654,36590
"30053","Lincoln, MT",26342,27084,27978
"30055","McCone, MT",31385,33848,33118
"30057","Madison, MT",33196,33401,35821
"30059","Meagher, MT",30096,30476,32421
"30061","Mineral, MT",25749,26589,27895
"30063","Missoula, MT",33619,34014,35190
"30065","Musselshell, MT",27505,30083,30830
"30067","Park, MT",32519,33488,35935
"30069","Petroleum, MT",26395,26381,32699
"30071","Phillips, MT",30987,31319,34455
"30073","Pondera, MT",33827,34994,38174
"30075","Powder River, MT",24594,26780,28737
"30077","Powell, MT",25077,26049,27022
"30079","Prairie, MT",29546,30360,33206
"30081","Ravalli, MT",29180,29817,30955
"30083","Richland, MT",39809,45493,51183
"30085","Roosevelt, MT",26456,28607,29318
"30087","Rosebud, MT",34040,34708,36846
"30089","Sanders, MT",24762,25636,26061
"30091","Sheridan, MT",43199,43357,43298
"30093","Silver Bow, MT",35418,36928,38666
"30095","Stillwater, MT",33021,33970,36866
"30097","Sweet Grass, MT",26123,26577,28862
"30099","Teton, MT",36596,36357,40181
"30101","Toole, MT",35887,35949,42122
"30103","Treasure, MT",34108,32492,37003
"30105","Valley, MT",34733,36326,39153
"30107","Wheatland, MT",25822,27820,31128
"30109","Wibaux, MT",25175,25052,23622
"30111","Yellowstone, MT",37115,37875,39640
"31001","Adams, NE",35435,35879,39483
"31003","Antelope, NE",44812,49588,61552
"31005","Arthur, NE",25468,27241,33343
"31007","Banner, NE",30690,38780,56545
"31009","Blaine, NE",29216,31620,41044
"31011","Boone, NE",38615,42924,53006
"31013","Box Butte, NE",33249,33506,38572
"31015","Boyd, NE",34149,38173,45714
"31017","Brown, NE",31537,33625,38447
"31019","Buffalo, NE",34958,36307,38327
"31021","Burt, NE",39203,38952,43196
"31023","Butler, NE",39159,39816,47805
"31025","Cass, NE",38955,38645,41991
"31027","Cedar, NE",39145,43883,54235
"31029","Chase, NE",36085,43110,43040
"31031","Cherry, NE",32013,34071,39813
"31033","Cheyenne, NE",40771,40963,46811
"31035","Clay, NE",38550,40516,50910
"31037","Colfax, NE",34060,35025,38217
"31039","Cuming, NE",43215,45613,51821
"31041","Custer, NE",36089,37395,44511
"31043","Dakota, NE",27903,28499,29320
"31045","Dawes, NE",27367,28384,31015
"31047","Dawson, NE",30578,30762,33320
"31049","Deuel, NE",31557,31526,35962
"31051","Dixon, NE",32191,35160,35926
"31053","Dodge, NE",35626,35771,38292
"31055","Douglas, NE",43685,45473,47008
"31057","Dundy, NE",39717,49834,57082
"31059","Fillmore, NE",42901,43725,57011
"31061","Franklin, NE",37804,36660,44576
"31063","Frontier, NE",36957,38855,48963
"31065","Furnas, NE",36388,37887,45679
"31067","Gage, NE",37388,36988,40942
"31069","Garden, NE",39879,38175,52007
"31071","Garfield, NE",30662,32197,37618
"31073","Gosper, NE",46702,44906,54274
"31075","Grant, NE",25515,25737,29465
"31077","Greeley, NE",30225,31803,39276
"31079","Hall, NE",35878,35312,37324
"31081","Hamilton, NE",41362,41838,50112
"31083","Harlan, NE",39136,38800,48857
"31085","Hayes, NE",44806,53322,67595
"31087","Hitchcock, NE",32683,35081,39593
"31089","Holt, NE",39557,39350,49972
"31091","Hooker, NE",27513,29018,32956
"31093","Howard, NE",34203,35800,40780
"31095","Jefferson, NE",34531,35450,41640
"31097","Johnson, NE",31201,31472,32247
"31099","Kearney, NE",43038,45122,53989
"31101","Keith, NE",31623,32337,37553
"31103","Keya Paha, NE",30588,36419,51993
"31105","Kimball, NE",35990,36163,43713
"31107","Knox, NE",31277,33291,39745
"31109","Lancaster, NE",36559,37152,38833
"31111","Lincoln, NE",36212,37770,42175
"31113","Logan, NE",33669,36911,50845
"31115","Loup, NE",19321,21332,28421
"31117","McPherson, NE",15428,18844,26304
"31119","Madison, NE",33949,34728,37372
"31121","Merrick, NE",35532,35521,39751
"31123","Morrill, NE",39299,40380,50169
"31125","Nance, NE",34881,36490,45194
"31127","Nemaha, NE",38399,35992,40958
"31129","Nuckolls, NE",36836,36463,47318
"31131","Otoe, NE",35903,35414,38340
"31133","Pawnee, NE",34444,33589,41131
"31135","Perkins, NE",40190,40762,59282
"31137","Phelps, NE",41646,42952,47148
"31139","Pierce, NE",34631,36843,42209
"31141","Platte, NE",35692,36432,39552
"31143","Polk, NE",44205,44023,52414
"31145","Red Willow, NE",35374,35781,38771
"31147","Richardson, NE",35724,34609,39115
"31149","Rock, NE",28210,32034,41390
"31151","Saline, NE",32667,32839,36735
"31153","Sarpy, NE",38585,39621,41865
"31155","Saunders, NE",39164,38697,42072
"31157","Scotts Bluff, NE",34298,33858,36372
"31159","Seward, NE",38269,38576,42216
"31161","Sheridan, NE",30981,31996,38279
"31163","Sherman, NE",29845,30003,37424
"31165","Sioux, NE",34663,36343,44751
"31167","Stanton, NE",34771,37001,43000
"31169","Thayer, NE",39538,38449,47098
"31171","Thomas, NE",32151,34639,36479
"31173","Thurston, NE",33207,35126,40302
"31175","Valley, NE",38623,38490,46084
"31177","Washington, NE",42177,41145,43059
"31179","Wayne, NE",31760,33982,38598
"31181","Webster, NE",34531,33917,40093
"31183","Wheeler, NE",31844,37262,49628
"31185","York, NE",39753,40309,46278
"32001","Churchill, NV",37946,40222,42281
"32003","Clark, NV",34950,34668,35680
"32005","Douglas, NV",49940,50356,52266
"32007","Elko, NV",35111,37215,40150
"32009","Esmeralda, NV",38301,36429,39730
"32011","Eureka, NV",31934,32569,38071
"32013","Humboldt, NV",37098,39684,43022
"32015","Lander, NV",38921,41062,45370
"32017","Lincoln, NV",21746,21275,22587
"32019","Lyon, NV",27364,26805,27835
"32021","Mineral, NV",32226,33225,35226
"32023","Nye, NV",30380,30723,31656
"32027","Pershing, NV",22483,23134,25772
"32029","Storey, NV",34735,32856,33924
"32031","Washoe, NV",40449,40322,41790
"32033","White Pine, NV",34813,35154,39955
"32510","Carson City (Independent City), NV",39071,38948,39833
"33001","Belknap, NH",39640,40494,41995
"33003","Carroll, NH",39743,40621,42612
"33005","Cheshire, NH",38082,39227,40875
"33007","Coos, NH",32824,33867,35019
"33009","Grafton, NH",41822,43563,45522
"33011","Hillsborough, NH",44472,45974,47981
"33013","Merrimack, NH",40571,41910,43548
"33015","Rockingham, NH",47990,50500,52861
"33017","Strafford, NH",35351,35993,37442
"33019","Sullivan, NH",35016,36042,37559
"34001","Atlantic, NJ",37925,38843,40262
"34003","Bergen, NJ",62604,63385,66096
"34005","Burlington, NJ",46209,46795,48318
"34007","Camden, NJ",41167,41731,43099
"34009","Cape May, NJ",45670,47027,48694
"34011","Cumberland, NJ",32545,33947,35272
"34013","Essex, NJ",48574,51029,52956
"34015","Gloucester, NJ",39811,40602,42228
"34017","Hudson, NJ",42671,45282,47377
"34019","Hunterdon, NJ",65248,65128,67710
"34021","Mercer, NJ",50692,52088,54445
"34023","Middlesex, NJ",46666,47285,49203
"34025","Monmouth, NJ",55342,56417,58355
"34027","Morris, NJ",67191,69376,71730
"34029","Ocean, NJ",39082,39465,40724
"34031","Passaic, NJ",40172,41148,43209
"34033","Salem, NJ",38319,39250,40847
"34035","Somerset, NJ",68180,70148,73011
"34037","Sussex, NJ",47187,47951,49782
"34039","Union, NJ",48387,49539,51860
"34041","Warren, NJ",42805,43084,44938
"35001","Bernalillo, NM",35273,35328,36233
"35003","Catron, NM",24730,26363,29113
"35005","Chaves, NM",27105,29010,30319
"35006","Cibola, NM",24645,25373,25965
"35007","Colfax, NM",31099,31730,34359
"35009","Curry, NM",34103,36710,39844
"35011","De Baca, NM",28302,32027,37454
"35013","Dona Ana, NM",28436,29431,29963
"35015","Eddy, NM",36681,40803,41539
"35017","Grant, NM",29357,30389,32854
"35019","Guadalupe, NM",22556,24436,26426
"35021","Harding, NM",32196,38986,48067
"35023","Hidalgo, NM",29159,30746,32425
"35025","Lea, NM",32329,34607,37898
"35027","Lincoln, NM",29354,30820,32309
"35028","Los Alamos, NM",59431,59237,60719
"35029","Luna, NM",26652,28520,29338
"35031","McKinley, NM",23585,23964,24079
"35033","Mora, NM",25440,26295,27908
"35035","Otero, NM",27042,29054,30154
"35037","Quay, NM",29450,31163,33385
"35039","Rio Arriba, NM",27868,28504,28888
"35041","Roosevelt, NM",27760,30887,32595
"35043","Sandoval, NM",30956,31634,32931
"35045","San Juan, NM",29004,29218,31373
"35047","San Miguel, NM",29532,30523,31366
"35049","Santa Fe, NM",41854,41916,43325
"35051","Sierra, NM",29853,31653,32974
"35053","Socorro, NM",27447,29155,30462
"35055","Taos, NM",29220,29921,31119
"35057","Torrance, NM",28407,29317,30439
"35059","Union, NM",26884,23644,25986
"35061","Valencia, NM",28008,28037,28921
"36001","Albany, NY",44384,46621,48284
"36003","Allegany, NY",25900,26995,28206
"36005","Bronx, NY",29304,30707,31788
"36007","Broome, NY",33374,34500,35963
"36009","Cattaraugus, NY",31871,33234,34696
"36011","Cayuga, NY",31047,32648,34061
"36013","Chautauqua, NY",29183,30503,31664
"36015","Chemung, NY",32381,34227,35517
"36017","Chenango, NY",30256,31931,33838
"36019","Clinton, NY",32368,33669,34029
"36021","Columbia, NY",37775,39919,42007
"36023","Cortland, NY",28971,30692,31972
"36025","Delaware, NY",29719,31120,32373
"36027","Dutchess, NY",42194,43534,45521
"36029","Erie, NY",37802,39495,41245
"36031","Essex, NY",31515,33215,34381
"36033","Franklin, NY",27666,28879,29794
"36035","Fulton, NY",32800,34164,35529
"36037","Genesee, NY",31790,32808,33826
"36039","Greene, NY",34005,35391,36848
"36041","Hamilton, NY",37455,40297,41750
"36043","Herkimer, NY",30552,31770,33060
"36045","Jefferson, NY",40641,42735,45418
"36047","Kings, NY",35977,37891,39351
"36049","Lewis, NY",29401,31026,32809
"36051","Livingston, NY",29720,31269,32361
"36053","Madison, NY",31439,32589,33663
"36055","Monroe, NY",40375,42011,43894
"36057","Montgomery, NY",31169,31688,32882
"36059","Nassau, NY",63989,65665,67776
"36061","New York, NY",104700,115693,121301
"36063","Niagara, NY",32695,33644,35345
"36065","Oneida, NY",33378,34814,36049
"36067","Onondaga, NY",38357,39814,41389
"36069","Ontario, NY",38342,40242,41834
"36071","Orange, NY",37258,38694,40066
"36073","Orleans, NY",27713,28806,29691
"36075","Oswego, NY",29091,30477,31275
"36077","Otsego, NY",30406,31939,33414
"36079","Putnam, NY",50723,52071,53781
"36081","Queens, NY",38834,40259,42017
"36083","Rensselaer, NY",37012,38166,39716
"36085","Richmond, NY",45997,46981,48486
"36087","Rockland, NY",50534,51544,53787
"36089","St. Lawrence, NY",26859,28089,29256
"36091","Saratoga, NY",42312,44720,46637
"36093","Schenectady, NY",39454,41354,43348
"36095","Schoharie, NY",32550,33718,35530
"36097","Schuyler, NY",32118,33886,35317
"36099","Seneca, NY",31228,32435,33783
"36101","Steuben, NY",35093,35917,37278
"36103","Suffolk, NY",48902,50710,52350
"36105","Sullivan, NY",34613,36023,37457
"36107","Tioga, NY",33528,34718,36097
"36109","Tompkins, NY",33863,34810,36263
"36111","Ulster, NY",36462,38166,39589
"36113","Warren, NY",36570,39053,40649
"36115","Washington, NY",30576,31873,33639
"36117","Wayne, NY",33658,34614,35832
"36119","Westchester, NY",71227,73504,75855
"36121","Wyoming, NY",27662,29575,31359
"36123","Yates, NY",28670,30552,32110
"37001","Alamance, NC",29962,30289,31363
"37003","Alexander, NC",28611,29168,30499
"37005","Alleghany, NC",29477,29777,31158
"37007","Anson, NC",24251,24277,24417
"37009","Ashe, NC",27533,27675,28431
"37011","Avery, NC",27128,27572,28939
"37013","Beaufort, NC",30919,30887,32737
"37015","Bertie, NC",28315,28553,29262
"37017","Bladen, NC",27519,28352,29135
"37019","Brunswick, NC",31539,32066,33375
"37021","Buncombe, NC",32873,33351,34467
"37023","Burke, NC",28461,29042,30084
"37025","Cabarrus, NC",33573,34471,35561
"37027","Caldwell, NC",26082,26199,27261
"37029","Camden, NC",34558,35524,37353
"37031","Carteret, NC",37638,37950,39174
"37033","Caswell, NC",29341,29690,31326
"37035","Catawba, NC",31095,31528,33320
"37037","Chatham, NC",44247,46034,48191
"37039","Cherokee, NC",24992,24958,25751
"37041","Chowan, NC",32801,31629,32765
"37043","Clay, NC",26486,26656,27642
"37045","Cleveland, NC",29136,29625,31046
"37047","Columbus, NC",27384,27762,28491
