Per capita personal income 2/,FIPS,AreaName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
3,17103,"Lee, IL",3444,3373,3611,4075,4848,5487,6121,6327,6884,7827,8649,8689,10315,11336,11270,13436,14219,14060,14224,14521,15498,16031,15301,16706,16746,18224,18409,20581,21385,21640,22229,23658,24504,25377,27455,28009,27938,29040,31654,32471
3,17105,"Livingston, IL",3769,3899,4282,4513,5686,5987,7050,7332,7709,7990,9398,9406,11150,11655,11237,13278,13501,14053,14279,14931,16317,17762,17009,18073,19172,20777,19743,22406,22774,23284,24448,26169,27952,28572,31167,31969,31726,33251,36746,40068
3,17107,"Logan, IL",3428,3574,3935,4276,5226,5795,6620,6914,7476,7946,8724,8731,10336,11063,11289,12876,12973,13207,13722,13632,15030,15656,15815,17069,17360,18235,18068,19927,20608,20534,21497,22903,23581,23168,25219,26128,25470,26902,29579,31704
3,17109,"McDonough, IL",2822,2908,3140,3289,3946,4219,5148,5121,5456,6088,7079,7119,8105,8454,8633,9693,10122,10533,10857,11069,12520,12810,13410,14758,14932,15883,16625,18317,19413,19744,20211,21453,22550,22269,25070,24552,23296,24816,26470,28786
3,17111,"McHenry, IL",4561,4663,5191,5693,6222,6789,7214,8033,8823,9826,10694,11481,12897,13643,14386,15969,16866,17898,18875,20380,21682,21999,22041,23523,24234,25272,26432,27593,29013,29865,31328,33945,33988,33938,34323,35133,36163,38083,38601,38956
3,17113,"McLean, IL",3829,4003,4338,4513,5279,5867,6915,7342,7909,8467,9457,10045,11369,12136,12264,13569,14127,14626,15161,15909,17670,18759,19053,20530,20810,22375,23152,24625,25606,26918,28295,29808,31006,31366,33503,33921,33739,36044,37228,38865
3,17115,"Macon, IL",3943,4250,4545,4928,5458,6024,6507,7117,7664,8382,8950,9926,11154,11634,11712,13091,13831,14381,15241,16058,17500,18218,18527,19787,20192,20947,21624,23291,24060,25483,26996,27855,28940,28958,30178,32527,33572,35296,37798,39147
3,17117,"Macoupin, IL",3453,3643,3936,4281,4976,5360,5928,6248,6753,7604,8753,8870,9992,10706,10588,11669,11965,12780,13262,13432,15206,15954,16115,17772,18725,19153,19400,21108,22285,22909,22866,24202,24849,25627,27289,28081,28223,29667,31392,32890
3,17119,"Madison, IL",3864,4017,4211,4521,5015,5522,6058,6690,7427,8247,9082,10037,11041,11839,12482,13524,14018,14702,15287,16224,17246,17893,18137,19345,19897,20804,21688,22651,23783,24717,25480,26729,27881,28984,30149,30514,31542,32998,34724,36218
3,17121,"Marion, IL",3212,3437,3787,4196,4738,4956,5583,5992,6421,6917,7794,8340,9218,9990,10508,11329,11949,12315,12936,13846,15010,15074,15779,17419,17967,18435,19361,20159,20973,21661,21936,22771,23644,24124,25464,25808,26112,27430,29040,30333
3,17123,"Marshall, IL",3993,3992,4231,4655,5493,6073,7310,7350,8196,8893,9751,9522,11503,11704,11252,12832,13350,13632,14008,14373,15829,16836,16549,18115,18887,20523,20282,23147,24177,25334,25053,26636,28152,28417,29715,31564,30547,32271,34892,37820
3,17125,"Mason, IL",4098,4157,4330,4449,5563,5860,6987,7034,7536,8099,8642,8695,10190,10518,9704,11310,12311,12514,12678,12809,14290,14344,14544,16264,17075,17840,18018,20375,21324,22826,22921,24672,25694,25137,26290,28780,27230,29232,32703,35472
3,17127,"Massac, IL",2714,3034,3312,3591,4096,4419,5157,5391,5856,6418,6908,7542,8212,8904,9322,10093,11265,10706,11107,11530,13036,13617,13976,14970,16058,16658,17540,18312,19370,20057,20142,21386,23044,23497,24099,24912,25359,26552,27853,29062
3,17129,"Menard, IL",4200,4534,5020,5405,6665,6990,8066,8166,8822,9179,9967,9453,11235,11904,11631,13253,13560,13909,14556,14794,16438,17548,17823,19597,19922,21832,21624,23953,24792,25936,26325,27929,28935,29151,32949,33107,31332,32649,35545,38747
3,17131,"Mercer, IL",3691,3749,3787,4343,5303,5931,7019,6724,6915,7735,8467,8569,10537,10930,9922,12167,12797,12688,13488,13381,14677,15452,16165,17816,17678,18631,18992,21644,23073,23662,23359,24652,25616,25752,27598,29595,29791,31228,33797,36757
3,17133,"Monroe, IL",3636,3737,4234,4447,5160,5488,6197,6761,7282,8241,9409,10471,11075,12124,13069,14486,14269,15318,15792,16487,17954,17890,18133,19965,20410,21980,23334,24928,26861,28444,28815,31008,32023,31734,32496,34183,34411,36536,38955,40355
3,17135,"Montgomery, IL",3308,3482,3786,4169,4976,5372,6188,6414,6915,7220,8464,8717,9572,10224,10199,11282,11574,12117,12836,13128,14274,14824,14962,16627,16839,17784,17795,19580,20220,20500,20908,22301,22826,22669,24295,25562,25274,26228,28103,29705
3,17137,"Morgan, IL",3605,3825,4151,4588,5399,5758,6555,7035,7446,7956,8800,9156,10453,11309,11425,12685,13045,13411,13684,13914,15617,15922,16025,17454,17461,18660,18741,20369,21405,21626,22541,23614,24550,25261,27217,27560,26683,27609,29947,31884
3,17139,"Moultrie, IL",3793,3827,4185,4836,5759,6361,7209,7259,7667,8260,8609,8663,9982,10300,10451,11523,11901,12615,13367,13076,14666,15399,16011,17172,18154,19129,18410,20724,20943,21598,22636,23888,24722,24471,25530,28117,28104,29699,31832,33700
3,17141,"Ogle, IL",3948,4157,4538,4866,5549,5698,6558,6920,7578,7879,8541,8705,10147,11067,11237,12907,13998,14227,14791,15317,16374,16769,16805,18663,18943,20421,20499,21943,22864,23901,24501,26405,26735,26535,27683,28172,28307,29832,31802,31669
3,17143,"Peoria, IL",3988,4454,4787,5123,5782,6423,7259,7851,8531,9452,10116,10978,12002,12443,12433,13564,14137,14900,15578,17015,17910,19074,19154,20120,20721,22063,22863,24082,25390,26846,27267,28533,29525,29934,31165,33392,35234,38305,40706,42148
3,17145,"Perry, IL",3149,3506,3786,4091,4726,5142,5862,6370,6877,7000,8638,9246,9538,10779,11250,12362,12361,12378,13035,13140,14290,14512,14237,15133,14465,15945,16043,16888,17843,18564,17168,18078,19490,19589,21266,21877,21610,22105,23025,23762
3,17147,"Piatt, IL",4588,4732,5254,5131,6459,6919,8461,8521,9157,9521,10466,10001,11789,12427,12154,15151,15970,16164,16470,16538,18999,18908,18997,21378,20823,22539,22010,24991,25834,27110,28107,30953,31468,31189,33791,35174,34339,35967,39438,43313
3,17149,"Pike, IL",3461,3772,3690,4260,5623,5300,6374,6357,6740,7942,8432,7817,9124,9544,8887,10603,10960,11064,11927,11184,13253,13057,14040,15381,15065,15434,15880,18502,18762,19745,19199,20706,22234,22858,25015,25962,25617,26847,28323,29509
3,17151,"Pope, IL",2047,2026,2246,2377,2781,2934,4247,4178,4430,4761,5381,5561,6029,6702,7107,8135,8849,8662,9113,9580,11389,11529,11691,12543,13383,14147,14383,15322,16012,16993,17829,18605,18954,19152,19520,22181,23825,24162,25112,26770
3,17153,"Pulaski, IL",2313,2512,2819,2892,3322,3736,4234,4496,4889,5091,5598,6153,6805,7294,8232,8694,9455,9103,9678,10340,11704,12069,12406,13677,14468,15500,15342,16043,16053,16309,16480,17418,19197,19910,21248,22263,22585,23769,25140,28032
3,17155,"Putnam, IL",4089,4268,4446,4902,6069,6671,7744,7956,8358,9252,9907,9977,11956,12601,12114,14320,15645,16104,16206,18274,20132,19450,20032,20683,22027,22881,22132,23788,23730,23690,23687,25279,27222,27209,27703,32125,32940,34512,36388,37776
3,17157,"Randolph, IL",3025,3235,3492,3950,4528,4799,5427,5842,6312,6866,7600,8023,8699,9561,10094,11349,11490,11801,12336,12925,14280,14828,14694,15556,14997,15580,16101,17018,18056,18852,19131,19894,20665,21138,22592,23494,23258,24544,25946,27325
3,17159,"Richland, IL",3096,3148,3407,4133,4885,5238,5786,6112,6803,7264,7704,8734,11312,11713,12305,13088,11668,11859,12198,13002,14878,14790,14792,16984,18306,18894,19265,20648,21687,21945,21755,23047,23071,22108,23097,25568,24636,26241,27768,29478
3,17161,"Rock Island, IL",3940,4191,4423,4852,5511,6236,6754,7304,8080,8727,9734,10714,11884,12412,12589,13774,14607,14854,15849,16488,17783,18753,19062,20119,20143,20963,22106,23528,24888,25891,25609,26949,27420,28313,29669,31321,32037,34291,36593,38376
3,17163,"St. Clair, IL",3393,3555,3746,3980,4388,4834,5368,5796,6439,7107,7842,8879,9693,10448,11092,11961,12425,12896,13496,14280,15089,16210,16597,18021,18184,19134,20097,21143,22270,23573,24132,25414,26654,27874,28784,29723,30663,32298,34095,35437
3,17165,"Saline, IL",3002,3240,3463,3690,4409,4835,5576,5812,6328,6746,7813,8408,9083,10151,10800,11623,11756,11936,12315,12729,14180,14832,15452,16331,16471,16504,16930,18065,18894,19387,19489,20656,22234,22604,23921,24859,25162,26006,27382,28624
3,17167,"Sangamon, IL",4105,4520,4931,5322,5831,6489,7122,7532,8053,8921,9558,10352,11479,12412,12852,13963,14681,15800,16841,17667,19132,20169,20516,21548,21891,22941,23887,25337,26196,27790,28658,30583,31823,33170,36229,34927,34601,36097,38226,39704
3,17169,"Schuyler, IL",3127,3352,3901,4583,5684,5465,6857,6303,6946,7503,8455,7873,9108,9178,8747,10153,10583,11309,11423,11218,13501,13392,13698,16335,15694,17351,16487,18257,19593,20697,21631,23074,23975,25024,27368,29483,28241,29787,32003,35968
3,17171,"Scott, IL",3405,3456,3653,4098,5291,5558,6836,7004,7138,7893,8233,8131,11156,10253,9254,10967,12131,12414,12682,11886,13823,13446,13776,15343,15009,16269,15824,18647,19385,19745,19549,21156,21625,21397,22987,25917,25105,25865,28510,31755
3,17173,"Shelby, IL",3510,3463,3696,4244,4905,5349,6219,6452,7103,7668,8534,8152,9304,9941,10159,11214,11584,12283,12936,13104,14627,14593,14689,16519,16971,18074,17591,19465,19857,20303,21060,22508,23130,22274,23641,25895,25099,26435,28841,32013
3,17175,"Stark, IL",4046,3951,4264,4615,6030,6815,8143,7767,8198,8900,9420,8739,11509,11679,9692,12358,14707,14092,13991,12914,15474,16120,15810,18049,18308,20958,18976,22903,23793,23627,24184,26076,27670,25997,27363,30406,29253,30612,34820,39451
3,17177,"Stephenson, IL",4005,4176,4436,4852,5485,5822,6542,6870,7531,8648,9211,9743,10998,11884,12130,13944,14594,15052,15677,16554,18227,18699,18829,20188,21046,21924,22661,24143,24839,26668,26314,27006,27616,28461,29496,29454,29857,31870,34567,36093
3,17179,"Tazewell, IL",3866,4134,4438,4684,5468,6260,7070,7613,8296,9393,9950,11003,12085,12102,11548,12858,13703,14325,14987,16106,17533,18076,18174,19304,20372,21517,21876,23441,24860,26757,27567,28550,29564,30043,31125,32779,34161,36900,38552,39624
3,17181,"Union, IL",3013,3290,3530,3855,4468,4804,5513,5907,6308,6636,7277,7310,7935,8372,8787,9956,10721,10687,11315,12059,13283,13784,14526,15248,15267,15809,16798,17342,18358,18993,19219,20236,21382,22067,23920,24325,24415,25324,26773,27658
3,17183,"Vermilion, IL",3621,3769,4161,4486,5306,5622,6286,6811,7304,7918,8625,9039,10136,10705,10801,12171,12566,12808,13294,13913,15024,15396,15763,17048,17421,18447,18414,19707,20008,20668,21130,22082,22970,23616,25560,26152,26055,26982,28758,30523
3,17185,"Wabash, IL",3476,3616,3781,4046,4750,5173,5986,6455,6956,7835,8939,9280,10678,11619,11788,12847,13600,13309,13911,14147,15490,16233,15787,17694,18261,18981,18777,20462,20245,20087,20432,22481,23352,23578,25012,27435,26417,28037,29782,30798
3,17187,"Warren, IL",3971,4166,4499,4922,5929,6321,7456,7092,7226,7911,9090,8633,9997,10750,10581,12314,13342,13137,13329,13257,14070,14281,14669,16467,16271,17143,16063,18712,19199,19425,19633,21508,22663,23011,24504,26651,25438,26207,28755,32214
3,17189,"Washington, IL",3193,3242,3671,3987,5191,5614,6678,6846,7580,8446,9287,9454,10831,10865,11516,12510,14137,12820,13554,14407,16454,16482,16186,18354,18606,19976,20060,22209,24054,25377,25570,25860,27042,26689,28720,31048,30020,31487,32760,34450
3,17191,"Wayne, IL",3159,3341,3700,3986,4959,5080,5834,5882,6646,6921,7903,8126,9496,10549,11180,11981,12141,11850,12944,13785,14254,13974,14237,16501,17265,17678,18003,19461,20134,20758,20164,21702,22353,22356,24270,26612,26448,27893,28660,31264
3,17193,"White, IL",3439,3527,3928,4271,5063,5543,6462,6296,6653,7143,8145,8551,10021,10506,10940,11991,12363,12904,12977,13137,15239,15110,15751,17622,18256,18556,19181,21189,22091,22307,22257,23869,24840,24718,25390,28347,27988,30336,32227,34591
3,17195,"Whiteside, IL",3847,4066,4284,4744,5480,6096,6615,6922,7508,8838,9583,9781,11010,11363,10932,12653,13098,13479,14411,15099,15747,16531,16511,18237,18577,19501,20134,21714,22804,23700,23665,24955,24981,24771,25969,27626,27980,29781,32190,33358
3,17197,"Will, IL",4204,4314,4655,5007,5512,5989,6417,7065,7812,8761,9674,10490,11498,12095,12610,13874,14581,15326,16122,17180,18367,19024,19545,20951,22039,23555,24726,25709,26964,27533,28559,30513,30905,30480,30768,31630,33785,35603,37541,38716
3,17199,"Williamson, IL",3070,3349,3653,3934,4492,4814,5398,6155,6705,7134,7942,8758,9355,10375,10918,11736,12327,12456,12711,13156,13998,14957,15664,16814,16878,17674,18359,19246,19796,20648,21477,22689,23887,24644,26273,26775,27389,28933,30348,31026
3,17201,"Winnebago, IL",4079,4209,4434,4911,5509,5996,6405,7164,7923,8825,9753,10411,11505,11937,12378,13781,14450,15208,15993,17296,18349,18804,18942,20706,21124,22451,23111,23892,24731,25850,26229,27308,27300,27857,28612,28814,29452,31283,32615,33102
3,17203,"Woodford, IL",3771,3843,4185,4390,5528,6103,7028,7577,8087,8895,9941,10153,11503,11542,10907,12625,13148,13250,13746,15200,16642,17311,17379,19074,20016,21712,21450,23317,24806,25497,26015,28051,28806,29355,30608,32234,32795,35326,37758,39457
3,18001,"Adams, IN",3429,3693,3967,4446,5285,5323,5389,6214,6713,7461,8006,8142,9061,9617,10106,11695,12046,12838,13523,14329,15328,15596,15593,16337,17319,18499,18461,19126,20596,21353,21889,23385,23788,23250,24753,26235,26022,27133,27839,27447
3,18003,"Allen, IN",3974,4105,4387,4813,5373,5862,6118,6913,7779,8635,9558,10181,11220,11530,11978,13289,14231,15310,16162,17557,19032,19823,19897,21494,21979,23336,24213,24893,25704,27380,28009,29173,30004,30410,30432,31426,31754,33530,34353,34652
3,18005,"Bartholomew, IN",3966,4160,4511,4825,5561,6214,6247,7172,8005,8796,9587,9682,11051,11255,11989,14557,14786,14700,16091,16969,17982,18575,18675,20486,21891,22978,24402,25238,26313,28212,28956,30521,29329,29997,31471,33094,33164,35778,36714,38068
3,18007,"Benton, IN",3852,3686,4336,4269,6656,6159,7390,7446,7404,8299,8979,8542,10463,11354,10124,12500,13123,12580,13378,13014,16200,16488,14533,16872,17935,19641,18311,22483,23323,23335,23738,25174,25774,25880,27198,29867,29180,30641,33644,38546
3,18009,"Blackford, IN",3323,3477,3768,4171,4882,4998,5459,6044,6456,7155,7851,8196,9006,9357,10079,11193,11710,11816,12339,13007,14066,14410,14469,15314,15895,16995,17079,18186,19354,20050,20631,21425,23088,22792,23406,24190,24446,25725,26766,27570
3,18011,"Boone, IN",3903,3861,4198,4581,5566,5793,6743,7342,8043,9052,10121,10992,11790,12231,12899,14525,15335,16132,17131,18220,19597,20812,21749,23698,24974,27053,27722,29648,31513,34598,35344,37241,39905,41272,42195,44823,46192,49899,49782,50939
3,18013,"Brown, IN",3138,3199,3483,3730,4182,4576,4735,5317,5806,6356,7163,7715,8626,8849,9333,10437,10858,11346,12126,12925,13923,14552,15879,16907,17846,18790,20650,22365,23790,25853,26983,29192,28945,29499,30390,31314,32240,34331,35898,37247
3,18015,"Carroll, IN",3527,3543,4097,4374,5926,5877,7103,7094,7142,8013,8865,8655,9777,10140,10362,12344,12572,13092,14198,14189,15542,16378,16336,17286,18082,18977,19560,21619,23337,24345,25122,27509,27965,27543,28770,29312,29857,30208,32045,33428
3,18017,"Cass, IN",3612,3795,4223,4424,5379,5431,5994,6684,7112,7915,8561,8981,9873,9952,10329,11730,12306,12707,13301,13974,15332,15742,15961,17467,18024,18610,19122,20613,21600,22772,23158,24471,24762,25393,26646,26772,26511,27839,29129,30368
3,18019,"Clark, IN",3650,3669,3740,4057,4607,5031,5275,5703,6391,7147,7968,8754,9610,10019,10720,11454,12035,12668,13526,14239,15105,16385,16913,18071,18727,19645,20603,21377,22756,24276,25065,26418,27809,27995,28717,29286,30279,31794,32828,33617
3,18021,"Clay, IN",3064,3041,3268,3514,4143,4383,5052,5613,6158,6865,7668,8364,9028,9440,9701,10793,11390,11779,12096,12456,13835,14088,14704,16106,16730,17311,17844,18189,19042,20263,21368,22919,22562,23169,24278,25096,25098,26187,27554,28456
3,18023,"Clinton, IN",3619,3678,4228,4520,5619,5354,6368,6844,7118,8023,8788,9036,10067,10430,10626,12016,12203,12587,13340,13588,14832,15754,15704,16762,17591,18777,18997,20166,20883,21635,21534,22371,23013,23491,24818,25989,26146,26662,28504,29714
3,18025,"Crawford, IN",2641,2776,3005,3178,3610,3779,4091,4540,4902,5529,6093,6551,7124,7600,8111,8747,8850,9171,9620,10158,10848,11372,11921,13027,13705,14127,14740,15481,16426,17746,18894,19895,21085,21320,22390,22773,23098,23836,24753,26521
3,18027,"Daviess, IN",3457,3531,3811,4170,4831,4771,5362,5765,6011,6741,7077,7572,8434,8826,9265,10635,10768,11577,12231,12273,13636,14347,14818,16208,16644,16893,17458,19326,19627,21010,21786,23242,23899,23470,25132,26850,27530,28673,29912,31160
3,18029,"Dearborn, IN",3279,3476,3792,4104,4619,4993,5344,5915,6584,7306,8023,8742,9459,10163,10702,11754,12747,13233,13890,14683,15507,16038,16754,17717,18453,19454,20471,21882,23469,25262,26081,27718,28538,29252,30200,31140,31286,32220,33243,33520
3,18031,"Decatur, IN",3272,3271,3620,3917,4917,5156,5448,6106,6360,6992,7626,8299,9219,9641,9980,11899,12042,12416,13248,13568,14563,15232,15556,16888,18194,19054,19529,20882,22492,23623,24308,25815,25985,26102,27384,28298,28581,30143,31942,33881
3,18033,"DeKalb, IN",3508,3610,3840,4276,5122,5348,5587,6334,6987,7665,8451,8654,9452,9729,10251,11697,12401,13713,14309,15056,16038,16227,16717,18010,19083,20413,20923,21769,22914,24399,24739,25515,25826,25945,26910,27877,28434,29065,29775,30102
3,18035,"Delaware, IN",3383,3456,3743,3886,4440,4895,5205,5734,6443,7150,7971,8737,9554,9764,10488,11511,12148,12886,13385,14289,15443,16373,16997,17692,18192,19292,20005,20655,21278,22581,23312,24722,24903,25357,26529,26345,27000,27652,28368,29349
3,18037,"Dubois, IN",3493,3461,3769,4241,4917,5101,5538,6267,6972,7876,8551,9165,10428,11038,11789,13644,14208,15237,15770,16044,17918,18678,18854,20169,21038,22050,22871,24788,26069,28706,28790,30595,31102,31963,33478,36094,36508,38699,39067,40175
3,18039,"Elkhart, IN",4226,4350,4727,5266,5746,5669,5971,6945,7682,8490,8880,9008,9984,10550,11802,13127,13603,14520,15562,16377,17380,17769,18021,19471,20271,21519,22109,22688,23182,24803,25795,26698,26632,27949,30071,30927,31500,32640,33344,32263
3,18041,"Fayette, IN",3425,3507,3779,4212,5058,5165,5220,5872,6333,6906,7525,8051,8797,9374,10024,11064,11590,12546,13112,13944,14940,15532,15644,17289,18677,19651,19431,20285,21621,22694,23396,24661,26149,26355,27478,27040,26796,27265,27740,27989
3,18043,"Floyd, IN",3595,3688,3888,4220,4708,5137,5506,6135,6874,7613,8368,9220,10081,10666,11368,12309,13051,13906,14830,15728,16848,17609,18204,19759,20801,21717,22843,23994,25042,27139,28170,30203,30436,31179,32660,34171,35108,37442,38905,39990
3,18045,"Fountain, IN",3344,3358,3778,3977,5006,4886,5628,6154,6373,6939,7490,7920,8704,9066,9148,10871,11002,11414,11782,12281,13921,14288,13971,15660,16556,17699,17950,19899,20529,22168,21888,23516,24212,23661,25107,26833,27408,28103,29688,31888
3,18047,"Franklin, IN",2879,2922,3149,3565,4244,4451,4880,5427,5750,6398,7050,7608,8148,8812,8908,10215,10398,10910,11538,12209,13352,14046,14457,15949,17068,18395,18104,19944,21957,23562,24171,25740,27567,27798,28063,28304,29155,31512,32221,33141
3,18049,"Fulton, IN",3437,3481,3963,4254,5315,5211,5552,6400,6452,6858,7834,7945,8756,8963,9346,11197,11522,12165,13038,13362,14526,14812,14921,16443,17253,18180,18814,20101,21180,21848,21678,23147,23792,23963,25127,26736,26937,27791,29142,30387
3,18051,"Gibson, IN",3346,3415,3856,4271,5016,5235,5915,6597,7057,7664,8264,9156,9996,10620,10670,12112,12616,13277,13869,14269,15078,15614,15907,17390,17517,18259,18832,20271,20971,21612,22522,24069,25077,26151,28517,30030,29876,30921,31645,32571
3,18053,"Grant, IN",3440,3479,3889,4289,4912,5083,5418,6142,6880,7469,8096,8564,9448,9917,10723,11784,12724,12970,13319,14363,15549,16143,16618,17326,18207,19169,19433,20142,20777,21018,21846,22544,23793,24693,25944,25638,25671,26989,28032,29422
