Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Trans as listed in FE Guide (derived from col AA thru AF),City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,City CO2 Rounded Adjusted - Fuel2,Hwy CO2 Rounded Adjusted - Fuel2,Comb CO2 Rounded Adjusted - Fuel2,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEV only),Charge Depleting Calc Appr Desc (PHEV only),Charge Sustaining Calc Appr Code (PHEV only),Charge Sustaining Calc Appr Desc (PHEV only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe,,,
2013,BMW,BMW,535i xDrive Gran Turismo,BMX,541,3.0,6,Auto(S8),18,26,21,22.3781,36.9673,27.2105,17.8535,26.4531,20.9128,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,112,10,,,2700,2700,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/6/2012,11590,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,27.4,,,5,5,,DBMXV03.0F10,5,,,,,,,,,,,,,,,,1900,499,350,432,,,,,,,,,,
2013,BMW,BMW,550i Gran Turismo,BMX,554,4.4,8,Auto(S8),16,24,19,19.5061,33.194,23.9504,15.6793,23.8416,18.5347,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,112,10,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/1/2012,11431,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,24.1,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,568,373,480,,,,,,,,,,
2013,BMW,BMW,550i xDrive Gran Turismo,BMX,555,4.4,8,Auto(S8),16,24,19,19.9917,33.0696,24.3196,16.0492,23.7551,18.7924,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,112,10,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/2/2012,11501,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,24.5,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,554,374,473,,,,,,,,,,
2013,BMW,BMW,740i,BMX,740,3.0,6,Auto(S8),19,28,22,23.8983,39.8424,29.1471,18.9913,28.43,22.3269,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,107,14,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/8/2012,11843,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,29.4,,,5,5,,DBMXV03.0F10,5,,,,,,,,,,,,,,,,1400,470,313,399,,,,,,,,,,
2013,BMW,BMW,740Li,BMX,741,3.0,6,Auto(S8),19,28,22,23.8983,39.8424,29.1471,18.9913,28.43,22.3269,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,115,14,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/8/2012,11844,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,29.4,,,5,5,,DBMXV03.0F10,5,,,,,,,,,,,,,,,,1400,470,313,399,,,,,,,,,,
2013,BMW,BMW,740Li xDrive,BMX,742,3.0,6,Auto(S8),19,28,22,23.9374,39.0499,28.9852,19.0204,27.8862,22.1959,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,115,14,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/6/2012,11591,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,29.2,,,5,5,,DBMXV03.0F10,5,,,,,,,,,,,,,,,,1400,468,319,400,,,,,,,,,,
2013,BMW,BMW,750i,BMX,750,4.4,8,Auto(S8),17,25,19,20.6608,34.2937,25.162,16.5573,24.6047,19.4148,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,107,14,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/1/2012,11422,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,25.3,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,537,361,458,,,,,,,,,,
2013,BMW,BMW,750i xDrive,BMX,752,4.4,8,Auto(S8),16,24,19,19.9917,33.0696,24.3196,16.0492,23.7551,18.7924,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,107,14,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/2/2012,11495,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,24.5,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,554,374,473,,,,,,,,,,
2013,BMW,BMW,750Li,BMX,751,4.4,8,Auto(S8),16,24,19,19.5061,33.194,23.9504,15.6793,23.8416,18.5347,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,115,14,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/1/2012,11424,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,24.1,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,568,373,480,,,,,,,,,,
2013,BMW,BMW,750Li xDrive,BMX,753,4.4,8,Auto(S8),16,24,19,19.9917,33.0696,24.3196,16.0492,23.7551,18.7924,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,115,14,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/2/2012,11496,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,24.5,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,554,374,473,,,,,,,,,,
2013,BMW,BMW,760Li,BMX,760,6.0,12,Auto(S8),13,20,15,15.5,28.2,19.4396,12.5912,20.3551,15.2002,G,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,115,14,,,3800,3800,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/8/2012,11845,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,N,No,,,,,,,,19.6,,,3,3,,DBMXV06.0N74,5,,,,,,,,,,,,,,,,7400,708,438,586,,,,,,,,,,
2013,BMW,BMW,ActiveHybrid 7L,BMX,745,3.0,6,Auto(S8),22,30,25,28.2457,43.1236,33.4369,22.4345,30.4353,25.4445,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,115,10,,,2300,2300,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Vehicle Specific 5-cycle label,9/27/2012,12638,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,Battery(s),,1,Lithium Ion,,374,4,71.8,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,,1,AC Induction,,40,,,GDI,Spark Ignition Direct Injection,N,N,N,0W30,Y,Yes,,,,,,,,33.4,,,6,6,,DBMXV03.0AH5,5,,,,,,,,,,,,,,,100,,397,292,350,,,,,,,,,,
2013,BMW,BMW,Alpina B7 LWB,BMX,755,4.4,8,Auto(S8),16,24,19,19.5061,33.194,23.9504,15.6793,23.8416,18.5347,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,115,14,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/1/2012,11430,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,24.1,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,568,373,480,,,,,,,,,,
2013,BMW,BMW,Alpina B7 LWB xDrive,BMX,757,4.4,8,Auto(S8),16,24,19,19.9917,33.0696,24.3196,16.0492,23.7551,18.7924,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,115,14,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/2/2012,11500,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,24.5,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,554,374,473,,,,,,,,,,
2013,BMW,BMW,Alpina B7 SWB,BMX,754,4.4,8,Auto(S8),16,24,19,19.5061,33.194,23.9504,15.6793,23.8416,18.5347,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,107,14,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/1/2012,11429,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,24.1,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,568,373,480,,,,,,,,,,
2013,BMW,BMW,Alpina B7 SWB xDrive,BMX,756,4.4,8,Auto(S8),16,24,19,19.9917,33.0696,24.3196,16.0492,23.7551,18.7924,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,107,14,,,3000,3000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/2/2012,11499,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,24.5,,,4,4,,DBMXV04.4N63,5,,,,,,,,,,,,,,,,3400,554,374,473,,,,,,,,,,
2013,BMW,BMW,X1 sDrive28i,BMX,152,2.0,4,Auto(S8),24,34,28,30.3633,48.3031,36.4562,23.7315,34.1832,27.5176,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,98,25,2050,2050,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/8/2012,11847,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,36.6,,,7,7,,DBMXJ02.0N20,5,,,,,,,,,,,,,,,1350,,375,260,323,,,,,,,,,,
2013,BMW,BMW,X1 xDrive28i,BMX,150,2.0,4,Auto(S8),22,33,26,28.5657,46.3298,34.5222,22.4292,32.8499,26.1641,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,98,25,2200,2200,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/31/2012,11291,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,Y,0W30,Y,Yes,,,,,,,,34.7,,,7,7,,DBMXJ02.0N20,5,,,,,,,,,,,,,,,600,,397,228,321,,,,,,,,,,
2013,BMW,BMW,X1 xDrive35i,BMX,154,3.0,6,Auto(S6),18,27,21,22.7836,37.2109,27.5988,18.1579,26.621,21.1892,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,98,25,2700,2700,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/25/2012,11707,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,N,No,,,,,,,,27.8,,,5,5,,DBMXJ03.0N55,5,,,,,,,,,,,,,,,,1900,489,332,418,,,,,,,,,,
2013,General Motors,Cadillac,XTS,GMX,204,3.6,6,Auto(S6),17,28,21,21.6,38.5,26.917,17.2676,27.5083,20.7425,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,104,18,,,2550,2550,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,4/24/2012,10907,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,27.1,,,5,5,,DGMXJ03.6165,6,,,,,,,,,,,,,,,,1150,515,323,428,,,,,,,,,,
2013,General Motors,Cadillac,XTS AWD,GMX,117,3.6,6,Auto(S6),17,26,20,20.9,36,25.7627,16.7386,25.7855,19.8768,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,104,18,,,2650,2650,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,5/30/2012,11641,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,26,,,5,5,,DGMXJ03.6165,6,,,,,,,,,,,,,,,,1650,531,345,447,,,,,,,,,,
2013,General Motors,Chevrolet,IMPALA,GMX,206,3.6,6,Auto(A6),18,29,22,22.5,40.3,28.0814,17.9451,28.7436,21.5961,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,19,,,2400,2400,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/1/2012,11139,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,28.3,,,5,5,,DGMXV03.6048,6,,,,,,,,,,,,,,,,400,497,309,413,,,,,,,,,,
2013,General Motors,Chevrolet,IMPALA,GMX,251,3.6,6,Auto(A6),18,30,22,22.3,41.6,28.1841,17.7948,29.633,21.6949,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",85,,390,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,19,,,2400,2400,13,22,16,16.9,31.3,21.3122,13.4857,22.296,16.4023,280,E,Ethanol (E85),MPG,miles per gallon,2900,461,280,379,2900,SIDI; FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/30/2012,11550,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,28.4,,,5,5,6,DGMXJ03.6166,6,,,,,,,,,,,,,,,,400,498,299,408,,,,,,,,,,
2013,Chrysler Group LLC,Chrysler,300,CRX,76,3.6,6,Auto(A8),19,31,23,24,43.1,29.9782,19.067,30.6564,22.9756,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,16,,,2300,2300,,,,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,7/23/2012,11735,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,30.2,,,6,6,,DCRXV03.6VP0,6,,,,,,,,,,,,,,,100,,466,290,386,,,,,,,,,,
2013,Chrysler Group LLC,Chrysler,300,CRX,85,3.6,6,Auto(A8),19,31,23,24,43.1,29.9782,19.067,30.6564,22.9756,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",85,,446,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,16,,,2300,2300,14,23,17,17.3,31.7,21.745,13.9867,22.8022,16.9326,330,E,Ethanol (E85),MPG,miles per gallon,2750,454,278,375,2750,FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/23/2012,10702,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,30.2,,,6,6,6,DCRXV03.6RNA,5,,,,,,,,,,,,,,,100,,466,290,386,,,,,,,,,,
2013,Chrysler Group LLC,Chrysler,300,CRX,58,5.7,8,Auto(A5),16,25,19,19.3,34.5,24.0727,15.522,24.7476,18.6507,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",10,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,16,,,2900,2900,,,,,,,,,,,,,,,,,,,,,1,1,6,Large Cars,car,Derived 5-cycle label,7/23/2012,10448,,N,N,,,N,N,,Y,Solenoids,Y,Cam Phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20,N,No,,,,,,,,24.3,,,4,4,,DCRXV05.7VP1,6,,,,,,,,,,,,,,,,2900,572,360,476,,,,,,,,,,
2013,Chrysler Group LLC,Chrysler,300 AWD,CRX,83,3.6,6,Auto(A8),18,27,21,23,38.1,27.9923,18.32,27.2332,21.4842,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,A,All Wheel Drive,85,,407,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,16,,,2550,2550,14,20,16,16.8,27.8,20.4394,13.6005,20.0743,15.9093,310,E,Ethanol (E85),MPG,miles per gallon,2900,466,315,398,2900,FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/18/2012,10784,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,28.2,,,5,5,5,DCRXV03.6RNA,5,,,,,,,,,,,,,,,,1150,485,326,413,,,,,,,,,,
