Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Trans as listed in FE Guide (derived from col AA thru AF),City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,City CO2 Rounded Adjusted - Fuel2,Hwy CO2 Rounded Adjusted - Fuel2,Comb CO2 Rounded Adjusted - Fuel2,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEV only),Charge Depleting Calc Appr Desc (PHEV only),Charge Sustaining Calc Appr Code (PHEV only),Charge Sustaining Calc Appr Desc (PHEV only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe,,,
2013,Kia,KIA MOTORS CORPORATION,FORTE KOUP,KMX,27,2.4,4,Auto(A6),23,31,26,29.1695,43.4389,34.2294,22.8679,30.8872,25.8931,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,90,12,,,,,2050,2050,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,6/2/2012,12388,,Y,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20 GF4,N,No,,,,,,,,34.8,,,7,7,,DKMXV02.44EE,5,,,DKMXV02.45EP,9,,,,,,,,,,,1350,,389,289,344,,,,,,,,,,
2013,Kia,KIA MOTORS CORPORATION,FORTE KOUP,KMX,28,2.4,4,Manual(M6),22,32,26,28.5,44.8,34.0798,22.3814,31.8127,25.8269,,NA,Naturally Aspirated,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,90,12,,,,,2050,2050,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,6/2/2012,12389,,Y,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20 GF4,N,No,,,,,,,,34.7,,,7,7,,DKMXV02.44EE,5,,,,,,,,,,,,,,,1350,,397,280,345,,,,,,,,,,
2013,Kia,KIA MOTORS CORPORATION,RIO,KMX,8,1.6,4,Auto(A6),28,36,31,38.7,56.5,45.0928,28,36,31,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,88,14,89,15,1700,1700,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,3/1/2012,12829,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF4,N,No,,,,,,,,45.4,,,8,8,,DKMXV01.6DBE,5,,,,,,,,,,,,,,,3100,,319,248,288,,,,,,,,,,
2013,Kia,KIA MOTORS CORPORATION,RIO,KMX,9,1.6,4,Manual(M6),29,37,32,39.5,56.8,45.7737,29,37,32,,NA,Naturally Aspirated,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,88,14,89,15,1650,1650,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,3/1/2012,12831,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF4,N,No,,,,,,,,46.1,,,8,8,,DKMXV01.6DBE,5,,,,,,,,,,,,,,,3350,,308,241,279,,,,,,,,,,
2013,Kia,KIA MOTORS CORPORATION,RIO ECO,KMX,10,1.6,4,Auto(A6),30,36,32,40.7278,56.955,46.7175,30,36,32,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,88,14,89,15,1650,1650,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,3/1/2012,12836,,Y,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF4,Y,Yes,,,,,,,,47,,,8,8,,DKMXV01.6DBE,5,,,,,,,,,,,,,,,3350,,297,247,278,,,,,,,,,,
2013,Toyota,LEXUS,CT 200h,TYX,41,1.8,4,Auto(AV),43,40,42,71.6404,69.442,70.6341,43,40,42,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,86,14,1250,1250,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,9/24/2012,12494,,N,N,,,N,N,,N,,Y,Intake,N,,Battery(s),,1,NiMH,,202,6.5,46.4,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,AC Induction,,18,,,MFI,Multipoint/sequential fuel injection,N,N,N,0W-20,N,No,HYBRID,,,,,,,71.4,,,10,10,,DTYXV01.8CCU,7,,,,,,,,,,,,,,,5350,,205,221,211,,,,,,,,,,
2013,MAZDA,MAZDA,MAZDA 2,TKX,11,1.5,4,Auto(A4),28,34,30,36.6,47.9,40.9469,28.1586,33.9113,30.4858,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,87,13,1800,1800,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/18/2012,11887,,N,N,,,N,N,,N,,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake valve opening/closing timing according to driving conditions.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,GF-4 0W-20,N,No,,,,,,,,41.2,,,8,8,,DTKXV01.55BA,5,,,,,,,,,,,,,,,2600,,316,263,292,,,,,,,,,,
2013,MAZDA,MAZDA,MAZDA 2,TKX,10,1.5,4,Manual(M5),29,35,32,38.2,49.6,42.6067,29.2722,35.0567,31.62,,NA,Naturally Aspirated,M,Manual,,5,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,87,13,1650,1650,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/18/2012,11902,,N,N,,,N,N,,N,,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake valve opening/closing timing according to driving conditions.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,GF-4 0W-20,N,No,,,,,,,,42.9,,,8,8,,DTKXV01.55BA,5,,,,,,,,,,,,,,,3350,,303,255,281,,,,,,,,,,
2013,MAZDA,MAZDA,MAZDA3,TKX,17,2.0,4,Auto(S5),24,33,27,30.2,46.7,35.9094,23.6136,33.1004,27.1101,,NA,Naturally Aspirated,SA,Semi-Automatic,,5,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,94,12,95,17,1950,1950,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/25/2012,11888,,N,N,,,N,N,,N,,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake valve opening/closing timing according to driving conditions.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,GF-4 0W-20,N,No,,,,,,,,36.5,,,7,7,,DTKXV02.05BA,5,,,,,,,,,,,,,,,1850,,370,264,322,,,,,,,,,,
2013,MAZDA,MAZDA,MAZDA3,TKX,16,2.0,4,Manual(M5),25,33,28,32.4,46.9,37.6362,25.1926,33.2357,28.2714,,NA,Naturally Aspirated,M,Manual,,5,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,94,12,95,17,1900,1900,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/25/2012,10653,,N,N,,,N,N,,N,,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake valve opening/closing timing according to driving conditions.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,GF-4 0W-20,N,No,,,,,,,,38.2,,,7,7,,DTKXV02.05BA,5,,,,,,,,,,,,,,,2100,,347,263,309,,,,,,,,,,
2013,MAZDA,MAZDA,MAZDA3,TKX,19,2.5,4,Auto(S5),22,29,25,28.3,40.4,32.7083,22.2357,28.8121,24.781,,NA,Naturally Aspirated,SA,Semi-Automatic,,5,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,94,12,95,17,2150,2150,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/25/2012,11889,,N,N,,,N,N,,N,,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake valve opening/closing timing according to driving conditions.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,GF-4 0W-20,N,No,,,,,,,,32.9,,,6,6,,DTKXV02.55AB,5,,,,,,,,,,,,,,,850,,394,303,353,,,,,,,,,,
2013,MAZDA,MAZDA,MAZDA3,TKX,18,2.5,4,Manual(M6),20,28,23,25.6,39.6,30.4432,20.2543,28.2637,23.2147,,NA,Naturally Aspirated,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,94,12,95,17,2300,2300,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/25/2012,11890,,N,N,,,N,N,,N,,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake valve opening/closing timing according to driving conditions.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,GF-4 0W-20,N,No,,,,,,,,30.7,,,6,6,,DTKXV02.55AB,5,,,,,,,,,,,,,,,100,,429,308,375,,,,,,,,,,
2013,MAZDA,MAZDA,MAZDA3 DI 4-Door,TKX,13,2.0,4,Auto(S6),28,40,33,36.7232,57.2346,43.7842,28.2447,40.1546,32.5952,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,94,12,,,1600,1600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/31/2012,11891,,N,N,,,N,N,,N,,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake and exhaust valve opening/closing timing according to driving conditions.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,GF-4 0W-20,N,No,,,,,,,,44.5,,,8,8,,DTKXV02.0NC1,9,,,DTKXV02.05NN,5,,,,,,,,,,,3600,,315,221,273,,,,,,,,,,
2013,MAZDA,MAZDA,MAZDA3 DI 4-Door,TKX,12,2.0,4,Manual(M6),27,39,31,34.2746,55.1009,41.2989,26.5242,38.7375,30.9096,,NA,Naturally Aspirated,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,94,12,,,1700,1700,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/31/2012,11892,,N,N,,,N,N,,N,,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake and exhaust valve opening/closing timing according to driving conditions.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,GF-4 0W-20,N,No,,,,,,,,42,,,8,8,,DTKXV02.0NC1,9,,,DTKXV02.05NN,5,,,,,,,,,,,3100,,336,229,288,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,C 250,MBX,101,1.8,4,Auto(A7),22,31,25,27.4151,44.2558,33.0796,21.5783,31.473,25.1341,,TC,Turbocharged,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,88,12,,,2300,2300,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/9/2012,11988,,N,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 / 225.10,N,No,,,,,,,,33.3,,,6,6,,DMBXV01.8U2A,5,,,,,,,,,,,,,,,100,,410,282,352,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,MBX,106,3.5,6,Auto(A7),20,27,22,24.898,37.9038,29.4444,19.7361,27.0956,22.4842,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,4,4-Wheel Drive,85,,380,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,88,12,,,2600,2600,14,20,16,17.648,27.7157,21.0965,14.2181,20.0041,16.3456,280,E,Ethanol (E85),MPG,miles per gallon,2900,434,307,377,2900,SIDI; FFV; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/23/2012,12089,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 / 225.10,Y,Yes,,,,,,,,29.6,,,5,5,6,DMBXV03.5U2B,5,,,,,,,,,,,,,,,,1400,449,325,393,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,MBX,85,3.5,6,Auto(A7),20,29,23,24.6,39,29.5018,19.5476,28.8506,22.8655,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,4,4-Wheel Drive,10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,88,12,,,2500,2500,,,,,,,,,,,,,,,,,,,,"SIDI; Under EPA regulations, the manufacturer revised the fuel economy label values on . Previous values were XX MPG city, XX MPG highway, and XX MPG combined; ",2,2,4,Compact Cars,car,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,9/27/2012,12736,,,Y,RH,Relabel - label value increased,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 / 225.10,Y,Yes,,,,,,,,29.7,,,6,6,,DMBXJ03.5S2A,6,,,,,,,,,,,,,,,,900,456,309,390,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,C 350,MBX,103,3.5,6,Auto(A7),20,29,23,25.1823,40.2332,30.2796,19.9584,28.6751,23.1212,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,88,12,,,2500,2500,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/10/2012,12000,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 / 225.10,N,No,C 350,,,,,,,30.5,,,6,6,,DMBXV03.5U2A,5,,,,,,,,,,,,,,,,900,443,307,382,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,C 350,MBX,87,3.5,6,Auto(A7),20,29,23,25.1823,40.2332,30.2796,19.9584,28.6751,23.1212,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",85,,400,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,88,12,,,2500,2500,15,21,17,18.2692,29.6543,22.0847,14.7564,21.4059,17.1544,290,E,Ethanol (E85),MPG,miles per gallon,2750,421,287,361,2750,SIDI; FFV; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/16/2012,11940,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 / 225.10,Y,Yes,,,,,,,,30.5,,,6,6,6,DMBXJ03.5U2B,5,,,,,,,,,,,,,,,,900,443,307,382,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,C 350,MBX,83,3.5,6,Auto(A7),20,29,24,25.7882,40.4148,30.8051,20.3933,28.8973,23.5061,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,88,12,,,2400,2400,,,,,,,,,,,,,,,,,,,,SIDI; PZEV (SULEV) emissions,2,2,4,Compact Cars,car,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,7/24/2012,11789,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 / 225.10,Y,Yes,PZEV(SULEV) emissions,,,,,,,31,,,6,6,,DMBXJ03.5S2A,6,,,,,,,,,,,,,,,,400,436,307,378,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,C 63 AMG,MBX,108,6.2,8,Auto(A7),13,19,15,16.265,26.6604,19.7262,13.2131,19.3011,15.3988,G,NA,Naturally Aspirated,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,88,12,,,3800,3800,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/9/2012,12003,,,N,,,N,N,W/C204 E63 (C63 AMG sedan + coupe),N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40 / API-SF/CD,N,No,,,,,,,,19.9,,,3,3,,DMBXV06.2U2A,5,,,,,,,,,,,,,,,,7400,674,461,578,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,CL 550 4MATIC,MBX,213,4.7,8,Auto(A7),15,24,18,18.8932,31.612,23.0701,14.7627,23.6888,17.777,,TC,Turbocharged,A,Automatic,,7,Y,N,4,4-Wheel Drive,15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,91,14,,,,,3150,3150,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Vehicle Specific 5-cycle label,7/1/2012,11969,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W/40,N,No,,,,,,,,23.2,,,4,4,,DMBXV05.5U2A,5,,,,,,,,,,,,,,,,4150,600,374,498,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,CL 600,MBX,214,5.5,12,Auto(A5),12,18,14,14.4007,24.8436,17.7601,11.7318,17.9616,13.9015,G,TC,Turbocharged,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,91,14,,,,,4050,4050,,,,,,,,,,,,,,,,,,,,,2,1,4,Compact Cars,car,Derived 5-cycle label,7/12/2012,12517,,,N,,,N,N,C216 E55LA (CL600) V221 E55LA (S600),N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30 / 225.10,N,No,CL 600,,,,,,,17.9,,,2,2,,DMBXV06.0U2A,5,,,,,,,,,,,,,,,,8650,756,493,638,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,CL 63 AMG,MBX,215,5.5,8,Auto(A7),15,22,18,18.9592,29.6373,22.6279,14.8966,22.3541,17.528,,TC,Turbocharged,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,91,14,,,,,3150,3150,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Vehicle Specific 5-cycle label,7/1/2012,11970,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W/40,Y,Yes,,,,,,,,22.8,,,4,4,,DMBXV05.5U2A,5,,,,,,,,,,,,,,,,4150,596,397,506,,,,,,,,,,
2013,Mercedes-Benz,Mercedes-Benz,CL 65 AMG,MBX,218,6.0,12,Auto(A5),12,18,14,15.0315,25.2915,18.3883,12.2258,18.3146,14.3766,G,TC,Turbocharged,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,91,14,,,,,4050,4050,,,,,,,,,,,,,,,,,,,,,2,1,4,Compact Cars,car,Derived 5-cycle label,7/24/2012,12518,,,N,,,N,N,V221 E60LA (S65 AMG) C216 E60LA (CL65 AMG) R231 E60LA (SL65 AMG),N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30 / 225.10,N,No,CL 65 AMG,,,,,,,18.5,,,2,2,,DMBXV06.0U2A,5,,,,,,,,,,,,,,,,8650,726,485,617,,,,,,,,,,
